timestamp,tcp_inuse,tcp_mem_pages
1776517914.073904825,48,0
1776517915.079467735,48,0
1776517916.087479273,48,0
1776517917.097861773,48,130
1776517918.110975359,48,262
1776517919.123462983,49,119
1776517920.132421871,49,136
1776517921.140768774,49,111
1776517922.155487732,49,26
1776517923.168356418,49,1274
1776517924.182468172,49,28
1776517925.197559812,49,274
1776517926.209531340,49,17
1776517927.215463266,49,17
1776517928.219500588,49,17
1776517929.230544248,49,17
1776517930.241533494,49,17
1776517931.248357352,49,17
1776517932.255167489,49,17
1776517933.263686487,49,17
1776517934.273570866,49,17
1776517935.283329919,49,17
1776517936.288538118,49,17
1776517937.293187016,49,887
1776517938.305662168,49,0
1776517939.318765769,49,279
1776517940.327653687,49,0
1776517941.334912748,49,0
1776517942.346355081,49,0
1776517943.357545832,49,0
1776517944.368357603,49,0
1776517945.373518574,49,0
1776517946.384410940,49,0
1776517947.392770035,49,0
1776517948.401261971,48,0
1776517949.409960614,50,0
1776517950.414216507,50,0
1776517951.421535370,50,0
1776517952.433362988,50,0
1776517953.443898273,49,0
1776517954.448709388,49,0
1776517955.452882011,47,0
1776517956.457516627,47,0
1776517957.461463186,47,0
1776517958.468835395,47,0
1776517959.472389739,47,0
1776517960.476721211,47,0
1776517961.483615068,47,0
1776517962.494485645,47,0
1776517963.498770208,47,0
1776517964.507595733,47,0
1776517965.519533147,47,0
1776517966.530368166,47,0
1776517967.539191322,47,0
1776517968.553527199,47,0
1776517969.563798615,47,0
1776517970.575831520,47,0
1776517971.589550808,47,0
1776517972.602547749,47,0
1776517973.613534416,47,0
1776517974.625548567,47,0
1776517975.638523224,47,0
1776517976.647542460,47,0
1776517977.658793122,47,0
1776517978.664559844,48,0
1776517979.675580902,48,0
1776517980.686306888,48,0
1776517981.691712515,48,0
1776517982.702807772,48,0
1776517983.716514906,48,0
1776517984.729644020,48,0
1776517985.746594533,48,0
1776517986.759515879,48,0
1776517987.768541027,48,0
1776517988.781669957,48,0
