timestamp,retrans_segs,in_segs,out_segs
1776517914.073782591,8829,107492,103970
1776517915.082425245,8829,107530,104008
1776517916.094567746,8829,107627,104098
1776517917.102449493,8829,107679,104145
1776517918.110484331,8829,107736,104201
1776517919.123497903,8829,107830,104307
1776517920.135444153,8829,107860,104335
1776517921.146744439,8829,107921,104393
1776517922.155713798,8829,107961,104432
1776517923.171351552,8829,108006,104476
1776517924.179504492,8829,108038,104507
1776517925.190512915,8829,108084,104552
1776517926.196698875,8829,108132,104598
1776517927.201742434,8829,108189,104653
1776517928.205809349,8829,108238,104704
1776517929.210507065,8829,108277,104740
1776517930.219973610,8829,108309,104769
1776517931.227943845,8829,108343,104802
1776517932.234814803,8829,108381,104839
1776517933.239827420,8829,108438,104895
1776517934.244805917,8829,108478,104932
1776517935.248561260,8829,108528,104978
1776517936.254676919,8829,108575,105024
1776517937.265536773,8829,108614,105062
1776517938.275592797,8829,108657,105105
1776517939.286847377,8829,108706,105151
1776517940.299436994,8829,108757,105197
1776517941.306848956,8829,108794,105232
1776517942.324590861,8829,108836,105274
1776517943.333578900,8830,108878,105312
1776517944.348899322,8830,108909,105342
1776517945.366447088,8830,108950,105381
1776517946.374740878,8830,109014,105442
1776517947.378831621,8830,109054,105482
1776517948.382796049,8830,109157,105581
1776517949.392023599,8831,109279,105702
1776517950.398021182,8831,109342,105767
1776517951.406589484,8832,109389,105811
1776517952.418574813,8832,109426,105846
1776517953.427482105,8832,109486,105905
1776517954.433005923,8832,109528,105946
1776517955.437800828,8832,109579,105994
1776517956.441746003,8832,109649,106067
1776517957.446869755,8832,109704,106120
1776517958.451763833,8832,109754,106172
1776517959.455658050,8832,109791,106207
1776517960.460246557,8832,109823,106237
1776517961.475693646,8832,109858,106271
1776517962.485799762,8832,109905,106318
1776517963.490846662,8832,109950,106360
1776517964.497937486,8832,109999,106408
1776517965.512598236,8832,110046,106453
1776517966.523546612,8832,110094,106501
1776517967.529607901,8832,110136,106541
1776517968.540643515,8832,110192,106594
1776517969.553684131,8832,110236,106635
1776517970.564868926,8832,110288,106687
1776517971.575522237,8832,110328,106726
1776517972.587579321,8832,110373,106768
1776517973.600597010,8832,110424,106817
1776517974.611631242,8832,110475,106867
1776517975.621597975,8832,110527,106921
1776517976.637198900,8832,110569,106963
1776517977.641942565,8832,110613,107005
1776517978.647359632,8832,110676,107071
1776517979.657780719,8832,110748,107148
1776517980.670671546,8832,110814,107212
1776517981.675875899,8834,110862,107258
1776517982.693557119,8834,110914,107310
1776517983.707609084,8834,110954,107348
1776517984.718751620,8834,110998,107389
1776517985.729149845,8834,111054,107441
1776517986.738507601,8834,111120,107504
1776517987.751710909,8834,111176,107560
1776517988.761932855,8834,111215,107598
