timestamp,retrans_segs,in_segs,out_segs
1776518110.837693177,8836,116750,113050
1776518111.846622149,8836,116804,113102
1776518112.852431565,8836,116834,113132
1776518113.862172698,8836,116897,113190
1776518114.870430829,8836,116917,113208
1776518115.880446771,8836,116935,113225
1776518116.891471339,8836,116956,113246
1776518117.897475974,8836,116979,113271
1776518118.908113454,8836,116999,113291
1776518119.921479249,8836,117018,113311
1776518120.932533532,8836,117034,113327
1776518121.945554069,8836,117049,113343
1776518122.955461358,8836,117072,113368
1776518123.967509027,8836,117104,113401
1776518124.979540115,8836,117122,113420
1776518125.989485004,8836,117144,113442
1776518127.009552642,8836,117177,113476
1776518128.024560662,8836,117200,113500
1776518129.040044005,8836,117289,113588
1776518130.055298228,8836,117325,113634
1776518131.065759531,8836,117361,113672
1776518132.074146731,8836,117378,113689
1776518133.084116109,8836,117404,113716
1776518134.097584370,8836,117429,113741
1776518135.105574841,8836,117455,113768
1776518136.117590044,8836,117470,113784
1776518137.129443089,8836,117497,113816
1776518138.140586298,8836,117540,113861
1776518139.146555081,8836,117559,113880
1776518140.161536256,8836,117575,113897
1776518141.171707155,8836,117590,113913
1776518142.182638859,8836,117608,113932
1776518143.191647600,8836,117634,113960
1776518144.210598957,8836,117650,113976
1776518145.217468403,8836,117664,113991
1776518146.227645230,8836,117681,114009
1776518147.237467766,8836,117698,114027
1776518148.249610452,8836,117723,114054
1776518149.262528579,8836,117740,114071
1776518150.273242412,8836,117755,114087
1776518151.289038162,8836,117767,114100
1776518152.299581559,8836,117783,114117
1776518153.309675224,8836,117809,114145
1776518154.324528482,8836,117827,114163
1776518155.337472590,8836,117844,114181
1776518156.352680012,8836,117865,114204
1776518157.364654669,8836,117884,114224
1776518158.374579118,8836,117907,114249
1776518159.387677110,8836,117993,114340
1776518160.403086944,8836,118026,114375
1776518161.414606650,8836,118042,114391
1776518162.431618986,8836,118059,114408
1776518163.444660141,8836,118086,114435
1776518164.457422948,8836,118108,114457
1776518165.469585809,8836,118123,114473
1776518166.478524193,8836,118138,114489
1776518167.497728887,8836,118161,114511
1776518168.511601883,8836,118190,114541
1776518169.525653282,8836,118206,114558
1776518170.536511523,8836,118222,114575
1776518171.550601443,8836,118237,114591
1776518172.562676212,8836,118260,114614
1776518173.571584680,8836,118283,114637
1776518174.587515000,8836,118298,114653
1776518175.603517784,8836,118314,114670
1776518176.619339333,8837,118338,114692
1776518177.633512351,8837,118365,114717
1776518178.645507006,8837,118383,114735
1776518179.660336996,8837,118404,114755
1776518180.679483782,8837,118418,114769
1776518181.691465309,8837,118438,114787
1776518182.704611209,8837,118459,114808
1776518183.717506434,8837,118495,114842
1776518184.728526672,8837,118509,114856
1776518185.739457894,8837,118537,114881
