timestamp,tcp_inuse,tcp_mem_pages
1776520292.555658088,48,0
1776520293.558537693,48,0
1776520294.561436759,48,0
1776520295.564224731,46,79
1776520296.567406087,46,1241
1776520297.570811140,46,0
1776520298.574298605,46,526
1776520299.578203734,46,0
1776520300.581391354,46,1463
1776520301.585439463,46,102
1776520302.589195224,46,72
1776520303.592121348,46,0
1776520304.596035096,46,427
1776520305.598644424,46,18
1776520306.601937517,45,16
1776520307.605131184,45,1608
1776520308.608074456,45,247
1776520309.610842174,45,395
1776520310.613722920,48,0
1776520311.616789447,45,0
1776520312.620249980,45,241
1776520313.623786525,45,126
1776520314.627409633,45,91
1776520315.631074512,45,297
1776520316.634795366,45,270
1776520317.638481551,45,0
1776520318.642685181,46,290
1776520319.645908900,46,934
1776520320.650025553,46,0
1776520321.653288417,46,608
1776520322.657015421,46,1968
1776520323.662412463,46,441
1776520324.665308825,46,504
1776520325.668368785,46,255
1776520326.671805597,46,272
1776520327.675358193,46,287
1776520328.679195811,46,438
1776520329.682819233,46,824
1776520330.686551965,46,228
1776520331.690004216,46,524
1776520332.693550195,46,92
1776520333.697355838,46,1547
1776520334.701060040,46,841
1776520335.704651649,46,102
1776520336.707995981,46,357
1776520337.711590949,46,669
1776520338.715455327,46,373
1776520339.718699666,46,520
1776520340.722486216,46,809
1776520341.726299360,46,1031
1776520342.730172705,46,1030
1776520343.733581618,46,839
1776520344.737485797,46,873
1776520345.741468929,46,867
1776520346.745241375,46,801
1776520347.749311318,46,147
1776520348.752904085,46,357
1776520349.756998269,48,789
1776520350.760492600,48,455
1776520351.763564057,48,190
1776520352.767399914,48,0
1776520353.771082025,48,887
1776520354.775214159,46,827
1776520355.778408574,46,129
1776520356.782189250,46,0
1776520357.785949601,46,251
1776520358.789436668,46,0
1776520359.792729685,46,306
1776520360.796231139,46,0
1776520361.800128525,46,431
1776520362.803873897,46,0
1776520363.807552288,46,0
1776520364.811388104,46,0
1776520365.814753160,46,0
1776520366.817627411,45,0
