timestamp,tcp_inuse,tcp_mem_pages
1776516971.724923421,48,0
1776516972.727697570,48,0
1776516973.730202855,48,0
1776516974.733057880,48,0
1776516975.736143734,48,933
1776516976.738665701,48,891
1776516977.741489619,48,1238
1776516978.744578670,48,1323
1776516979.747182516,48,1373
1776516980.750107103,48,1155
1776516981.752757041,48,1226
1776516982.755436708,48,1186
1776516983.758078872,48,1379
1776516984.760956407,48,933
1776516985.763944398,48,1022
1776516986.766395124,48,1034
1776516987.768727931,48,1156
1776516988.771508328,50,1244
1776516989.775417073,52,1123
1776516990.778621440,50,1002
1776516991.781669186,50,1363
1776516992.785154460,49,1043
1776516993.787798951,49,1012
1776516994.790934676,47,1310
1776516995.793557478,47,1290
1776516996.797437063,47,1569
1776516997.799979605,47,1534
1776516998.802621754,47,1754
1776516999.805346817,47,1794
1776517000.807978442,47,1985
1776517001.810543258,47,1955
1776517002.813887504,47,1762
1776517003.816621056,47,1847
1776517004.819493889,47,2022
1776517005.822336204,47,1874
1776517006.825300416,47,2951
1776517007.828247269,47,2047
1776517008.831236412,47,1855
1776517009.834241987,47,1516
1776517010.837324501,47,1420
1776517011.840746932,47,1582
1776517012.844010108,47,1501
1776517013.847481463,47,1393
1776517014.850430402,47,1355
1776517015.853633220,47,1532
1776517016.856856017,47,1374
1776517017.860235413,47,1415
1776517018.863325232,47,1550
1776517019.866306569,47,1527
1776517020.869342550,47,1731
1776517021.872235878,47,1474
1776517022.875204609,47,1493
1776517023.878186464,47,1597
1776517024.881118953,47,1684
1776517025.884382308,47,1971
1776517026.887489414,47,1512
1776517027.890442627,47,1503
1776517028.893828015,47,1195
1776517029.896923087,47,1521
1776517030.899972766,47,1567
1776517031.903097628,47,1389
1776517032.906193262,47,1528
1776517033.909173042,47,1405
1776517034.912827221,47,1544
1776517035.916069208,47,1507
1776517036.920740395,47,1003
1776517037.924343148,47,1739
1776517038.927097415,47,1924
1776517039.929901161,47,1798
1776517040.932707479,47,1961
1776517041.935672794,47,2635
1776517042.938818060,47,1473
1776517043.942116268,47,1733
1776517044.944999205,47,1665
1776517045.947870401,47,1665
