timestamp,cpu,user,nice,system,idle,iowait,irq,softirq,steal
1776517729.562915690,cpu0,725130,838,5743,1037027,2443,0,1004,0
1776517729.562915690,cpu1,1077167,505,3390,693550,1596,0,401,0
1776517729.562915690,cpu2,871974,580,4224,902498,2189,0,173,0
1776517729.562915690,cpu3,936944,425,4787,837430,2020,0,311,0
1776517729.562915690,cpu4,914822,449,3846,860854,1892,0,140,0
1776517729.562915690,cpu5,892900,678,4111,882164,1951,0,188,0
1776517729.562915690,cpu6,914241,433,3855,861333,1890,0,124,0
1776517729.562915690,cpu7,894641,432,4239,880571,1929,0,225,0
1776517729.562915690,cpu8,1096699,501,11167,671536,1456,0,1165,0
1776517729.562915690,cpu9,701640,434,14891,1059815,2386,0,1755,0
1776517729.562915690,cpu10,858650,660,10635,907568,2984,0,908,0
1776517729.562915690,cpu11,945083,590,10652,818596,2489,0,2986,0
1776517729.562915690,cpu12,917512,574,9310,850444,2806,0,974,0
1776517729.562915690,cpu13,880089,357,7458,890250,2846,0,661,0
1776517729.562915690,cpu14,1054582,433,3830,721092,2047,0,218,0
1776517729.562915690,cpu15,760989,493,4819,1012149,2793,0,204,0
1776517729.562915690,cpu16,1752098,150,3058,28289,48,0,361,0
1776517729.562915690,cpu17,1754201,24,1204,28418,51,0,85,0
1776517729.562915690,cpu18,1751526,25,3556,28393,50,0,456,0
1776517729.562915690,cpu19,1753378,28,2037,28296,46,0,224,0
1776517730.570389419,cpu0,725221,838,5752,1037029,2443,0,1004,0
1776517730.570389419,cpu1,1077170,505,3486,693550,1596,0,401,0
1776517730.570389419,cpu2,872074,580,4225,902499,2189,0,173,0
1776517730.570389419,cpu3,937044,425,4788,837430,2020,0,311,0
1776517730.570389419,cpu4,914922,449,3846,860854,1892,0,140,0
1776517730.570389419,cpu5,892999,678,4112,882164,1951,0,188,0
1776517730.570389419,cpu6,914341,433,3856,861334,1890,0,124,0
1776517730.570389419,cpu7,894741,432,4239,880571,1929,0,225,0
1776517730.570389419,cpu8,1096799,501,11168,671536,1456,0,1165,0
1776517730.570389419,cpu9,701740,434,14892,1059815,2386,0,1755,0
1776517730.570389419,cpu10,858750,660,10636,907568,2984,0,908,0
1776517730.570389419,cpu11,945183,590,10653,818596,2489,0,2987,0
1776517730.570389419,cpu12,917612,574,9311,850444,2806,0,974,0
1776517730.570389419,cpu13,880190,357,7458,890250,2846,0,661,0
1776517730.570389419,cpu14,1054651,433,3860,721093,2047,0,218,0
1776517730.570389419,cpu15,761018,493,4888,1012151,2793,0,204,0
1776517730.570389419,cpu16,1752198,150,3059,28289,48,0,362,0
1776517730.570389419,cpu17,1754302,24,1204,28418,51,0,85,0
