timestamp,tcp_inuse,tcp_mem_pages
1776517729.562886391,48,1856
1776517730.575424040,48,1856
1776517731.583487124,48,1856
1776517732.595460166,48,3161
1776517733.606525708,48,1983
1776517734.613466220,48,2140
1776517735.626458075,48,2520
1776517736.639432618,48,3037
1776517737.649961509,48,2623
1776517738.664569960,49,2445
1776517739.679340857,49,1940
1776517740.690497607,49,2131
1776517741.703419084,49,1936
1776517742.717540779,49,1809
1776517743.729478224,49,2144
1776517744.739728946,49,3163
1776517745.756504579,49,2186
1776517746.763741485,49,2146
1776517747.776499279,49,1623
1776517748.785047942,49,1249
1776517749.793000579,49,3417
1776517750.804447832,49,2267
1776517751.819487213,49,1683
1776517752.831319724,49,1718
1776517753.844747499,49,1982
1776517754.852504969,49,2242
1776517755.861539836,49,1459
1776517756.873205228,49,1463
1776517757.882401669,49,2668
1776517758.895290073,49,3340
1776517759.902625471,49,1350
1776517760.918547295,49,1358
1776517761.935273229,49,1862
1776517762.943609951,49,1584
1776517763.955560778,49,1583
1776517764.966559167,49,2852
1776517765.975575036,49,1544
1776517766.986473562,49,1802
1776517768.000529807,49,1285
1776517769.007628173,51,1285
1776517770.019519917,51,1285
1776517771.028568738,51,1546
1776517772.042636481,51,1546
1776517773.051606546,50,1253
1776517774.066526886,50,1284
1776517775.078637976,51,1806
1776517776.092622452,48,1151
1776517777.101303013,48,1927
1776517778.108750809,48,1087
1776517779.120464421,48,981
1776517780.131605595,48,2672
1776517781.141374953,48,882
1776517782.154466752,48,1322
1776517783.167604679,48,1540
1776517784.182577059,48,1096
1776517785.193592984,48,1142
1776517786.202285889,48,1339
1776517787.212193881,48,2043
1776517788.221597620,48,1522
1776517789.232597845,48,2303
1776517790.247603341,48,2042
1776517791.264351113,48,2567
1776517792.278629041,48,2047
1776517793.295802937,48,1527
1776517794.302252390,48,2259
1776517795.315205764,48,1927
1776517796.328592745,48,1607
1776517797.338426136,48,2324
1776517798.353762552,48,1671
1776517799.361583345,49,1375
1776517800.373562010,49,1835
1776517801.384409191,49,1344
1776517802.391108069,49,1328
1776517803.400507765,49,1328
1776517804.407568401,49,1328
