timestamp,tcp_inuse,tcp_mem_pages
1776517535.121228998,49,591
1776517536.130417698,49,591
1776517537.134423428,49,591
1776517538.143689135,49,646
1776517539.152438329,49,2189
1776517540.161490374,49,372
1776517541.167460841,49,440
1776517542.174169741,49,885
1776517543.180468516,49,1700
1776517544.187109336,49,684
1776517545.197506485,49,453
1776517546.209448978,49,266
1776517547.216245148,49,316
1776517548.223743360,49,316
1776517549.228119591,49,316
1776517550.231781290,49,316
1776517551.237845037,49,316
1776517552.247063590,49,316
1776517553.253297324,49,316
1776517554.261731911,49,316
1776517555.270527426,49,316
1776517556.281770576,49,316
1776517557.287654408,49,316
1776517558.293021592,49,1106
1776517559.300575911,49,1022
1776517560.312713810,49,1907
1776517561.316631798,49,2443
1776517562.321806896,49,2409
1776517563.325623442,49,2640
1776517564.329779883,49,1602
1776517565.337171481,49,1814
1776517566.345979967,49,1641
1776517567.353414325,49,2554
1776517568.357519146,49,2754
1776517569.361826536,49,2753
1776517570.365786361,49,2217
1776517571.369399736,49,1625
1776517572.373782052,48,2372
1776517573.381527204,48,1727
1776517574.390096667,48,1987
1776517575.394417421,48,1612
1776517576.400606811,48,1051
1776517577.413699014,48,2011
1776517578.423455232,48,2272
1776517579.427743892,48,1850
1776517580.431327704,49,1234
1776517581.435503298,49,1951
1776517582.440867816,49,1566
1776517583.444344767,49,1258
1776517584.452209905,49,1210
1776517585.456777231,49,1419
1776517586.460765229,48,1664
1776517587.465884267,48,1324
1776517588.470866113,48,2368
1776517589.481970872,50,1797
1776517590.491939271,50,2841
1776517591.497375096,52,1880
1776517592.505637633,49,2082
1776517593.512889717,49,3059
1776517594.517417307,49,3028
1776517595.523790326,47,2499
1776517596.527298099,47,2450
1776517597.534192313,47,1914
1776517598.538719536,47,2884
1776517599.542903488,47,2489
1776517600.548488462,47,1713
1776517601.552705977,47,1818
1776517602.556860854,47,1755
1776517603.561462716,47,1782
1776517604.570415999,47,1894
1776517605.576764775,47,1758
1776517606.580883049,47,1943
1776517607.584874179,47,2352
1776517608.591296013,47,2519
1776517609.595726327,48,1756
