timestamp,cpu,user,nice,system,idle,iowait,irq,softirq,steal
1776521166.179529430,cpu0,951472,1178,21679,1131069,2842,0,6143,0
1776521166.179529430,cpu1,1312864,829,21558,777146,1965,0,5630,0
1776521166.179529430,cpu2,1085661,910,36947,992070,2536,0,6665,0
1776521166.179529430,cpu3,1161665,728,38219,915073,2256,0,7431,0
1776521166.179529430,cpu4,1148673,777,16431,953216,2229,0,3808,0
1776521166.179529430,cpu5,1131432,931,19830,966288,2179,0,4807,0
1776521166.179529430,cpu6,1146873,815,17548,953998,2296,0,3411,0
1776521166.179529430,cpu7,1131861,713,18523,968532,2232,0,3645,0
1776521166.179529430,cpu8,1337352,801,28718,750503,1734,0,6688,0
1776521166.179529430,cpu9,952068,640,33622,1127464,2577,0,8050,0
1776521166.179529430,cpu10,1096079,912,27076,991836,3274,0,5550,0
1776521166.179529430,cpu11,1197460,842,32216,881242,2736,0,9086,0
1776521166.179529430,cpu12,1163037,884,18895,935444,3135,0,3432,0
1776521166.179529430,cpu13,1133972,532,16822,967500,2970,0,3392,0
1776521166.179529430,cpu14,1290627,744,19726,806513,2343,0,5437,0
1776521166.179529430,cpu15,1000018,756,20481,1095595,3035,0,5068,0
1776521166.179529430,cpu16,1983322,419,14565,126190,298,0,2228,0
1776521166.179529430,cpu17,1983998,298,13568,127234,294,0,1615,0
1776521166.179529430,cpu18,1982220,283,14945,127359,280,0,2017,0
1776521166.179529430,cpu19,1977415,305,19319,127299,253,0,2547,0
1776521167.191737818,cpu0,951534,1178,21716,1131071,2842,0,6143,0
1776521167.191737818,cpu1,1312962,829,21561,777146,1965,0,5630,0
1776521167.191737818,cpu2,1085762,910,36947,992070,2536,0,6665,0
1776521167.191737818,cpu3,1161766,728,38219,915073,2256,0,7431,0
1776521167.191737818,cpu4,1148774,777,16431,953216,2229,0,3808,0
1776521167.191737818,cpu5,1131532,931,19831,966289,2179,0,4807,0
1776521167.191737818,cpu6,1146973,815,17549,953998,2296,0,3411,0
1776521167.191737818,cpu7,1131920,715,18555,968539,2232,0,3645,0
1776521167.191737818,cpu8,1337397,801,28770,750507,1735,0,6688,0
1776521167.191737818,cpu9,952166,640,33626,1127464,2577,0,8051,0
1776521167.191737818,cpu10,1096180,912,27076,991836,3274,0,5550,0
1776521167.191737818,cpu11,1197560,843,32217,881242,2736,0,9086,0
1776521167.191737818,cpu12,1163138,884,18895,935444,3135,0,3432,0
1776521167.191737818,cpu13,1134073,532,16822,967500,2970,0,3392,0
1776521167.191737818,cpu14,1290728,744,19726,806513,2343,0,5437,0
1776521167.191737818,cpu15,1000099,756,20501,1095595,3035,0,5068,0
1776521167.191737818,cpu16,1983396,419,14591,126190,298,0,2228,0
1776521167.191737818,cpu17,1984099,298,13568,127234,294,0,1615,0
1776521167.191737818,cpu18,1982320,283,14946,127359,280,0,2017,0
1776521167.191737818,cpu19,1977465,305,19370,127299,253,0,2547,0
1776521168.201459441,cpu0,951604,1178,21746,1131072,2842,0,6143,0
1776521168.201459441,cpu1,1313063,829,21561,777146,1965,0,5630,0
1776521168.201459441,cpu2,1085860,910,36949,992071,2537,0,6665,0
1776521168.201459441,cpu3,1161867,728,38219,915073,2256,0,7431,0
1776521168.201459441,cpu4,1148875,777,16431,953216,2229,0,3808,0
1776521168.201459441,cpu5,1131633,931,19831,966289,2179,0,4807,0
1776521168.201459441,cpu6,1147071,815,17550,953999,2296,0,3411,0
1776521168.201459441,cpu7,1132021,715,18555,968539,2232,0,3645,0
1776521168.201459441,cpu8,1337496,801,28771,750507,1735,0,6688,0
1776521168.201459441,cpu9,952266,640,33626,1127464,2577,0,8051,0
1776521168.201459441,cpu10,1096267,912,27088,991838,3274,0,5550,0
1776521168.201459441,cpu11,1197660,843,32217,881242,2736,0,9086,0
1776521168.201459441,cpu12,1163238,884,18896,935444,3135,0,3432,0
1776521168.201459441,cpu13,1134174,532,16823,967500,2970,0,3392,0
1776521168.201459441,cpu14,1290826,744,19727,806515,2343,0,5437,0
1776521168.201459441,cpu15,1000149,756,20543,1095603,3035,0,5068,0
1776521168.201459441,cpu16,1983412,419,14676,126190,298,0,2228,0
1776521168.201459441,cpu17,1984199,298,13569,127234,294,0,1615,0
1776521168.201459441,cpu18,1982421,283,14946,127359,280,0,2017,0
1776521168.201459441,cpu19,1977538,305,19398,127299,253,0,2547,0
1776521169.210961619,cpu0,951696,1178,21756,1131072,2842,0,6143,0
1776521169.210961619,cpu1,1313162,829,21563,777146,1965,0,5630,0
1776521169.210961619,cpu2,1085935,910,36972,992073,2537,0,6665,0
1776521169.210961619,cpu3,1161966,728,38221,915073,2256,0,7431,0
1776521169.210961619,cpu4,1148973,778,16434,953216,2229,0,3808,0
1776521169.210961619,cpu5,1131734,931,19831,966289,2179,0,4807,0
1776521169.210961619,cpu6,1147171,815,17551,953999,2296,0,3411,0
1776521169.210961619,cpu7,1132120,715,18556,968539,2232,0,3645,0
1776521169.210961619,cpu8,1337519,801,28841,750507,1735,0,6695,0
1776521169.210961619,cpu9,952352,640,33639,1127464,2577,0,8053,0
1776521169.210961619,cpu10,1096367,912,27089,991838,3274,0,5550,0
1776521169.210961619,cpu11,1197759,843,32218,881242,2736,0,9087,0
1776521169.210961619,cpu12,1163338,884,18896,935444,3135,0,3432,0
1776521169.210961619,cpu13,1134275,532,16823,967500,2970,0,3392,0
1776521169.210961619,cpu14,1290907,744,19747,806515,2343,0,5437,0
1776521169.210961619,cpu15,1000215,756,20576,1095605,3035,0,5069,0
1776521169.210961619,cpu16,1983475,419,14715,126190,298,0,2228,0
1776521169.210961619,cpu17,1984297,298,13572,127234,294,0,1615,0
1776521169.210961619,cpu18,1982515,283,14952,127359,280,0,2017,0
1776521169.210961619,cpu19,1977621,305,19416,127299,253,0,2547,0
1776521170.221415400,cpu0,951771,1178,21780,1131073,2842,0,6143,0
1776521170.221415400,cpu1,1313262,829,21564,777146,1965,0,5630,0
1776521170.221415400,cpu2,1086036,910,36973,992073,2537,0,6665,0
1776521170.221415400,cpu3,1162067,728,38221,915073,2256,0,7431,0
1776521170.221415400,cpu4,1149074,778,16434,953216,2229,0,3808,0
1776521170.221415400,cpu5,1131835,931,19831,966289,2179,0,4807,0
1776521170.221415400,cpu6,1147272,815,17551,953999,2296,0,3411,0
1776521170.221415400,cpu7,1132221,715,18557,968539,2232,0,3645,0
1776521170.221415400,cpu8,1337521,801,28927,750507,1735,0,6708,0
1776521170.221415400,cpu9,952452,640,33640,1127464,2577,0,8053,0
1776521170.221415400,cpu10,1096466,912,27090,991838,3274,0,5550,0
1776521170.221415400,cpu11,1197860,843,32219,881242,2736,0,9087,0
1776521170.221415400,cpu12,1163438,884,18897,935444,3135,0,3432,0
1776521170.221415400,cpu13,1134375,532,16823,967500,2970,0,3392,0
1776521170.221415400,cpu14,1291007,744,19748,806515,2343,0,5437,0
1776521170.221415400,cpu15,1000316,756,20576,1095605,3035,0,5069,0
1776521170.221415400,cpu16,1983497,419,14788,126190,298,0,2233,0
1776521170.221415400,cpu17,1984398,298,13572,127234,294,0,1615,0
1776521170.221415400,cpu18,1982616,283,14952,127359,280,0,2017,0
1776521170.221415400,cpu19,1977718,305,19421,127299,253,0,2547,0
1776521171.228495044,cpu0,951872,1178,21780,1131073,2842,0,6143,0
1776521171.228495044,cpu1,1313362,829,21564,777146,1965,0,5630,0
1776521171.228495044,cpu2,1086129,911,36974,992076,2537,0,6665,0
1776521171.228495044,cpu3,1162167,728,38221,915073,2256,0,7431,0
1776521171.228495044,cpu4,1149174,778,16434,953216,2229,0,3808,0
1776521171.228495044,cpu5,1131936,931,19831,966289,2179,0,4807,0
1776521171.228495044,cpu6,1147372,815,17552,953999,2296,0,3411,0
1776521171.228495044,cpu7,1132321,715,18558,968539,2232,0,3645,0
1776521171.228495044,cpu8,1337540,801,28994,750508,1735,0,6722,0
1776521171.228495044,cpu9,952552,640,33640,1127464,2577,0,8053,0
