timestamp,retrans_segs,in_segs,out_segs
1776516888.312171189,8786,68449,64985
1776516889.315995797,8786,68477,65011
1776516890.319169950,8786,68495,65031
1776516891.321861918,8786,68524,65059
1776516892.325107243,8786,68539,65075
1776516893.327680560,8786,68570,65108
1776516894.330260125,8786,68585,65124
1776516895.333356828,8786,68602,65142
1776516896.336117834,8786,68618,65159
1776516897.338779577,8786,68633,65175
1776516898.341548529,8786,68660,65202
1776516899.344303160,8786,68733,65282
1776516900.347093626,8786,68781,65331
1776516901.350108362,8786,68815,65365
1776516902.352881364,8786,68829,65380
1776516903.355881219,8786,68856,65407
1776516904.358634344,8786,68872,65424
1776516905.361504753,8786,68888,65441
1776516906.364216239,8786,68904,65458
1776516907.366815783,8786,68919,65474
1776516908.369495536,8786,68946,65503
1776516909.372521151,8786,68961,65519
1776516910.375253531,8786,68978,65537
1776516911.378192983,8786,68992,65552
1776516912.381168572,8786,69008,65569
1776516913.384155121,8786,69034,65597
1776516914.387277132,8786,69050,65614
1776516915.390279661,8786,69065,65630
1776516916.393423003,8786,69084,65650
1776516917.396436813,8786,69099,65666
1776516918.399473138,8786,69125,65694
1776516919.402715491,8786,69140,65710
1776516920.405785433,8786,69157,65729
1776516921.409099909,8786,69176,65748
1776516922.412179626,8786,69193,65767
1776516923.415293824,8786,69218,65793
1776516924.418540453,8786,69234,65810
1776516925.421488953,8786,69252,65828
1776516926.424489270,8786,69287,65865
1776516927.427496858,8786,69304,65884
1776516928.430372359,8786,69392,65977
1776516929.433295372,8787,69491,66088
1776516930.436319267,8787,69554,66156
1776516931.439192536,8787,69577,66179
1776516932.442043079,8787,69595,66199
1776516933.445564230,8787,69622,66225
1776516934.449252942,8787,69638,66242
1776516935.452589865,8787,69655,66260
1776516936.455589091,8787,69669,66275
1776516937.458852965,8787,69689,66297
1776516938.461808582,8787,69713,66322
1776516939.464851946,8787,69729,66339
1776516940.467877002,8787,69744,66355
1776516941.470733001,8787,69763,66375
1776516942.474252758,8787,69784,66397
1776516943.477373814,8787,69809,66423
1776516944.480354064,8787,69831,66446
1776516945.483220035,8787,69847,66461
1776516946.486326692,8787,69871,66484
1776516947.489272332,8787,69889,66502
1776516948.492270908,8787,69919,66530
1776516949.495392404,8787,69935,66545
1776516950.498491861,8787,69955,66564
1776516951.501387734,8787,69972,66580
1776516952.504433149,8787,70000,66606
1776516953.507453789,8787,70023,66628
1776516954.510436181,8787,70038,66643
1776516955.513383326,8787,70054,66659
1776516956.516436527,8787,70071,66676
1776516957.519442169,8787,70093,66697
1776516958.522453617,8787,70114,66717
1776516959.525531664,8787,70186,66791
1776516960.528589083,8787,70228,66835
1776516961.531552020,8787,70267,66873
1776516962.534535312,8787,70310,66915
