timestamp,retrans_segs,in_segs,out_segs
1776518580.863437529,8852,135392,131562
1776518581.869426998,8852,135449,131617
1776518582.881470873,8852,135504,131672
1776518583.891177073,8852,135570,131735
1776518584.905518762,8852,135627,131791
1776518585.917469315,8852,135659,131822
1776518586.926095197,8852,135700,131863
1776518587.942439797,8852,135746,131906
1776518588.951674949,8852,135793,131953
1776518589.958655583,8852,135833,131994
1776518590.969207486,8852,135875,132036
1776518591.984469016,8852,135914,132073
1776518592.996449030,8852,135960,132120
1776518594.008307759,8852,136004,132166
1776518595.020723397,8852,136044,132208
1776518596.031525716,8852,136082,132246
1776518597.043341965,8852,136114,132279
1776518598.055503123,8852,136164,132332
1776518599.069521197,8852,136209,132376
1776518600.079473552,8852,136256,132422
1776518601.095455866,8852,136296,132460
1776518602.115497278,8852,136330,132491
1776518603.126705629,8852,136392,132551
1776518604.145856150,8852,136459,132612
1776518605.161464294,8852,136498,132649
1776518606.175483453,8852,136540,132689
1776518607.183525561,8852,136588,132737
1776518608.199972215,8852,136676,132822
1776518609.206563256,8852,136823,132970
1776518610.214877808,8852,136866,133015
1776518611.228605622,8852,136918,133065
1776518612.242502734,8852,136962,133107
1776518613.257518264,8852,137020,133164
1776518614.267531871,8852,137065,133209
1776518615.283588444,8852,137106,133251
1776518616.293761147,8852,137146,133288
1776518617.306590922,8852,137216,133357
1776518618.315590155,8852,137264,133404
1776518619.326123433,8852,137315,133457
1776518620.336535313,8852,137441,133569
1776518621.348500756,8853,137507,133630
1776518622.361702413,8854,137554,133672
1776518623.370483717,8854,137610,133728
1776518624.386579094,8854,137654,133770
1776518625.400557508,8854,137707,133819
1776518626.408152440,8854,137755,133865
1776518627.420505531,8854,137787,133898
1776518628.430561648,8854,137838,133954
1776518629.441251840,8854,137893,134007
1776518630.453659631,8854,137940,134051
1776518631.469754519,8854,137980,134089
1776518632.479558179,8854,138027,134133
1776518633.495774386,8854,138081,134188
1776518634.505479608,8854,138117,134224
1776518635.517656969,8854,138163,134269
1776518636.529524829,8854,138206,134312
1776518637.542581479,8854,138256,134362
1776518638.549898823,8854,138308,134412
1776518639.564547015,8854,138401,134511
1776518640.573691453,8854,138466,134574
1776518641.583373400,8854,138518,134625
1776518642.603511920,8854,138572,134679
1776518643.619502945,8854,138626,134734
1776518644.629512689,8854,138672,134777
1776518645.643564728,8854,138713,134820
1776518646.654512488,8854,138759,134866
1776518647.667546695,8855,138808,134912
1776518648.679475189,8855,138853,134956
1776518649.690474000,8855,138915,135019
1776518650.705492309,8855,138979,135080
1776518651.714490457,8855,139070,135163
1776518652.725535356,8855,139120,135214
1776518653.738371080,8855,139175,135268
1776518654.748682049,8855,139228,135320
1776518655.762522164,8855,139272,135361
