timestamp,tcp_inuse,tcp_mem_pages
1776518580.863690840,49,0
1776518581.870411973,49,0
1776518582.884447815,49,0
1776518583.890284123,49,0
1776518584.897456638,49,0
1776518585.908494732,49,0
1776518586.924249304,49,0
1776518587.933442775,49,0
1776518588.946477833,49,0
1776518589.962455278,49,0
1776518590.976428770,49,0
1776518591.987446266,49,0
1776518593.000431687,49,0
1776518594.012536497,49,0
1776518595.024918091,49,0
1776518596.038471641,49,0
1776518597.047520964,49,0
1776518598.059457631,49,0
1776518599.073854722,49,0
1776518600.089473665,49,0
1776518601.101682112,49,0
1776518602.114488937,48,0
1776518603.125025456,48,0
1776518604.136692481,48,0
1776518605.151531114,48,0
1776518606.164565639,48,0
1776518607.176607227,48,0
1776518608.189572897,48,0
1776518609.197032620,50,0
1776518610.210556566,50,0
1776518611.227567078,50,0
1776518612.238519644,50,0
1776518613.249550059,50,0
1776518614.261747649,50,0
1776518615.276536182,48,0
1776518616.288516599,48,0
1776518617.304596078,47,0
1776518618.314639093,47,0
1776518619.321590235,50,0
1776518620.329549579,47,0
1776518621.338607784,47,0
1776518622.348578054,47,0
1776518623.360461935,47,0
1776518624.373498283,47,0
1776518625.382524145,47,0
1776518626.393558549,47,0
1776518627.406646615,47,0
1776518628.420521607,47,0
1776518629.432580286,47,0
1776518630.452477985,47,0
1776518631.460547361,47,0
1776518632.477507031,47,0
1776518633.489871085,47,0
1776518634.501471920,47,0
1776518635.513547472,47,0
1776518636.524634369,47,0
1776518637.535908020,47,0
1776518638.541575362,47,0
1776518639.556890387,48,0
1776518640.574328490,48,0
1776518641.589472752,48,0
1776518642.605313970,48,0
1776518643.616525798,48,0
1776518644.625635228,48,0
1776518645.638605325,48,0
1776518646.647621587,48,0
1776518647.658542896,48,0
1776518648.675516653,48,0
1776518649.687542432,48,0
1776518650.704889907,48,0
1776518651.717325593,48,0
1776518652.729529937,48,0
1776518653.737595131,48,0
1776518654.747522762,48,0
1776518655.761515746,48,287
