timestamp,tcp_inuse,tcp_mem_pages
1776521075.092718816,47,0
1776521076.102139899,47,0
1776521077.114452667,47,0
1776521078.123404002,47,0
1776521079.131809332,47,0
1776521080.144713866,47,0
1776521081.159440062,47,0
1776521082.168359818,47,0
1776521083.185518352,47,0
1776521084.193425713,47,0
1776521085.203458879,47,0
1776521086.217511764,47,0
1776521087.229504187,47,0
1776521088.237459066,47,0
1776521089.250604062,47,0
1776521090.261547421,46,0
1776521091.273413446,46,0
1776521092.283573843,46,0
1776521093.299146657,46,0
1776521094.308570145,46,0
1776521095.322588004,46,0
1776521096.335602037,46,0
1776521097.345039913,46,0
1776521098.356670252,49,0
1776521099.368636982,47,0
1776521100.377587837,47,0
1776521101.387500646,47,0
1776521102.399593022,47,0
1776521103.411603425,47,0
1776521104.423615867,47,0
1776521105.434567120,47,0
1776521106.445459423,47,0
1776521107.459699997,47,0
1776521108.471427459,47,0
1776521109.493594562,47,0
1776521110.506797266,47,0
1776521111.519567013,47,0
1776521112.531053616,47,0
1776521113.538602352,47,0
1776521114.551531205,47,0
1776521115.564509752,47,0
1776521116.577594096,47,0
1776521117.592475369,47,0
1776521118.603593991,47,0
1776521119.613530335,47,0
1776521120.627631676,47,0
1776521121.638605198,47,0
1776521122.650835183,47,0
1776521123.660534652,47,0
1776521124.672610830,47,0
1776521125.679282348,47,0
1776521126.692627425,47,0
1776521127.703760768,47,0
1776521128.714491611,47,0
1776521129.725586814,49,0
1776521130.740426989,49,0
1776521131.755614885,49,0
1776521132.762476004,49,0
1776521133.775602628,49,150
1776521134.790625798,49,0
1776521135.802617183,47,274
1776521136.812505366,47,831
1776521137.823611770,47,0
1776521138.833542847,47,0
1776521139.844464139,48,0
1776521140.858004160,48,0
1776521141.869480309,48,471
1776521142.883676827,48,0
1776521143.894348469,48,733
1776521144.909618284,48,878
1776521145.923175240,48,0
1776521146.935649000,48,0
1776521147.944608708,48,0
1776521148.957612102,48,0
1776521149.970779433,48,0
