timestamp,retrans_segs,in_segs,out_segs
1776521075.093147284,8943,243688,244269
1776521076.103429048,8943,243739,244320
1776521077.116404696,8943,243786,244365
1776521078.128439476,8943,243849,244423
1776521079.140606592,8943,243883,244458
1776521080.151476831,8943,243914,244488
1776521081.167273473,8944,243951,244523
1776521082.180438257,8944,244006,244574
1776521083.194165497,8944,244055,244621
1776521084.204519981,8944,244098,244664
1776521085.217478034,8944,244138,244701
1776521086.227490978,8944,244185,244747
1776521087.240406313,8944,244228,244789
1776521088.249517445,8944,244285,244845
1776521089.259520552,8944,244320,244879
1776521090.272499227,8944,244385,244943
1776521091.284501682,8944,244435,244993
1776521092.295509486,8944,244472,245030
1776521093.305470092,8944,244514,245073
1776521094.318488406,8944,244558,245116
1776521095.334508691,8945,244599,245156
1776521096.346502042,8945,244643,245201
1776521097.353488558,8945,244679,245240
1776521098.361597900,8945,244747,245310
1776521099.374548248,8945,244858,245426
1776521100.386524884,8945,244925,245494
1776521101.401487499,8945,244972,245539
1776521102.411478613,8945,245006,245573
1776521103.423518920,8945,245074,245639
1776521104.435486253,8945,245122,245686
1776521105.447473128,8945,245170,245732
1776521106.461481917,8945,245212,245773
1776521107.472687831,8945,245261,245820
1776521108.488516149,8945,245308,245864
1776521109.500461758,8945,245355,245910
1776521110.510534933,8945,245402,245954
1776521111.523040861,8945,245437,245990
1776521112.536703189,8945,245485,246037
1776521113.548503838,8945,245543,246094
1776521114.557502684,8945,245588,246143
1776521115.571488185,8945,245624,246178
1776521116.580553041,8945,245668,246225
1776521117.591657581,8945,245737,246292
1776521118.607487293,8945,245782,246338
1776521119.619476804,8945,245824,246378
1776521120.630484496,8945,245864,246416
1776521121.647527587,8945,245914,246463
1776521122.657469874,8945,245977,246521
1776521123.668551080,8945,246026,246565
1776521124.684718685,8945,246067,246604
1776521125.694162571,8945,246157,246677
1776521126.704496257,8945,246226,246745
1776521127.714465336,8945,246288,246803
1776521128.723522669,8945,246436,246955
1776521129.735217904,8945,246506,247029
1776521130.750522948,8945,246576,247100
1776521131.762503809,8945,246626,247147
1776521132.776719506,8945,246674,247191
1776521133.787117286,8945,246713,247230
1776521134.798495754,8945,246763,247281
1776521135.808394741,8945,246825,247341
1776521136.821540525,8945,246866,247380
1776521137.829580718,8945,246912,247424
1776521138.843528875,8945,246950,247465
1776521139.851602149,8945,247006,247518
1776521140.866408133,8946,247047,247558
1776521141.880503046,8947,247089,247597
1776521142.891154067,8948,247139,247642
1776521143.906558684,8949,247188,247693
1776521144.917745445,8950,247264,247763
1776521145.931087108,8950,247305,247805
1776521146.942501597,8951,247352,247850
1776521147.952553737,8951,247418,247913
1776521148.964499809,8951,247471,247964
1776521149.981562720,8951,247510,248003
