timestamp,retrans_segs,in_segs,out_segs
1776519468.985710434,8889,173456,169557
1776519469.992337413,8889,173643,169861
1776519471.001482046,8889,173752,170047
1776519472.013446548,8889,173828,170118
1776519473.022477768,8889,173886,170175
1776519474.030518148,8889,173927,170215
1776519475.044326940,8889,173968,170255
1776519476.053212428,8889,174008,170294
1776519477.061747683,8889,174049,170334
1776519478.069771059,8889,174106,170387
1776519479.075268887,8889,174211,170499
1776519480.086722987,8889,174699,171531
1776519481.093740364,8889,174871,171836
1776519482.103180903,8889,175013,172081
1776519483.108279520,8889,175070,172139
1776519484.117388061,8889,175138,172204
1776519485.131578808,8889,175192,172254
1776519486.144562278,8889,175244,172304
1776519487.156279722,8889,175283,172340
1776519488.163854121,8889,175328,172386
1776519489.168934041,8889,175368,172424
1776519490.179294396,8889,175423,172477
1776519491.191627404,8889,175866,173429
1776519492.204700262,8889,176007,173676
1776519493.210754326,8889,176075,173742
1776519494.215576735,8889,176112,173780
1776519495.225745902,8889,176151,173820
1776519496.231582105,8889,176210,173877
1776519497.238282173,8889,176267,173931
1776519498.244553286,8889,176317,173983
1776519499.259584192,8889,176355,174020
1776519500.266410163,8889,176391,174054
1776519501.277021195,8889,176838,175011
1776519502.285554891,8890,176984,175275
1776519503.298694945,8890,177128,175509
1776519504.309008861,8890,177170,175553
1776519505.318839567,8890,177215,175598
1776519506.325840108,8890,177278,175655
1776519507.337557985,8890,177338,175713
1776519508.341872694,8890,177430,175807
1776519509.353567868,8891,177543,175931
1776519510.358655337,8892,177596,175979
1776519511.371569429,8892,177649,176031
1776519512.384050947,8893,178053,176930
1776519513.390046221,8894,178207,177208
1776519514.396583789,8896,178320,177442
1776519515.408545703,8896,178422,177645
1776519516.421397045,8897,178509,177735
1776519517.425885071,8897,178565,177789
1776519518.433572983,8898,178623,177845
1776519519.438188931,8898,178678,177899
1776519520.442145245,8898,178723,177948
1776519521.446846412,8898,178788,178009
1776519522.450680539,8898,178831,178050
1776519523.458662321,8898,178876,178095
1776519524.465225461,8898,179309,179036
1776519525.469460929,8898,179462,179313
1776519526.473868857,8898,179631,179590
1776519527.480914904,8898,179767,179807
1776519528.489543243,8898,179834,179873
1776519529.504513358,8898,179872,179909
1776519530.513407099,8898,179917,179952
1776519531.527067199,8898,179969,180003
1776519532.537917286,8898,180037,180071
1776519533.542903919,8898,180091,180123
1776519534.549798887,8898,180137,180169
1776519535.558575515,8898,180172,180201
1776519536.569384933,8898,180607,181158
1776519537.577608698,8898,180778,181446
1776519538.589589060,8898,180954,181738
1776519539.603896628,8898,181063,181871
1776519540.611476667,8898,181138,181945
1776519541.625346632,8898,181185,181990
1776519542.629061281,8898,181242,182047
1776519543.638636951,8898,181303,182104
