timestamp,tcp_inuse,tcp_mem_pages
1776520774.926724636,48,0
1776520775.931444457,48,0
1776520776.944441949,48,0
1776520777.954411356,48,0
1776520778.960404671,48,0
1776520779.967423373,48,0
1776520780.978082628,48,0
1776520781.991465966,48,0
1776520783.000839852,48,0
1776520784.014451536,48,0
1776520785.023450524,48,0
1776520786.028449951,48,0
1776520787.040346612,48,0
1776520788.048578220,48,0
1776520789.056812233,47,0
1776520790.072488355,47,0
1776520791.084482903,46,0
1776520792.095555172,46,0
1776520793.107517793,46,0
1776520794.116555584,46,0
1776520795.130494026,49,0
1776520796.145546899,46,0
1776520797.155273209,46,0
1776520798.167493282,46,0
1776520799.178636786,47,0
1776520800.189675650,47,0
1776520801.201602276,47,220
1776520802.211573379,47,0
1776520803.224588800,47,0
1776520804.243480789,47,0
1776520805.256462316,47,0
1776520806.267492581,47,0
1776520807.281564990,47,0
1776520808.293923031,47,0
1776520809.305331094,47,0
1776520810.314534139,47,0
1776520811.328554659,47,0
1776520812.340531999,47,0
1776520813.355517890,47,0
1776520814.366561075,47,0
1776520815.380557483,47,0
1776520816.389532378,47,0
1776520817.400866314,47,0
1776520818.410520482,47,0
1776520819.422616756,47,0
1776520820.432723111,47,0
1776520821.445500092,47,0
1776520822.454472099,47,790
1776520823.461893443,47,0
1776520824.474600572,47,0
1776520825.488634516,47,0
1776520826.500527032,47,0
1776520827.511684603,47,0
1776520828.525728511,47,0
1776520829.535212131,49,0
1776520830.546536565,49,126
1776520831.554226155,49,973
1776520832.569537319,49,0
1776520833.583610407,49,150
1776520834.595554672,49,29
1776520835.607696399,47,192
1776520836.617538349,47,1350
1776520837.628729517,47,670
1776520838.644598912,47,0
1776520839.654557920,47,0
1776520840.667518531,47,0
1776520841.674605202,47,0
1776520842.685522495,47,0
1776520843.696633984,47,0
1776520844.708507683,47,0
1776520845.719596851,47,0
1776520846.730599698,47,0
1776520847.739584638,47,0
1776520848.751464688,49,0
1776520849.761583506,46,0
