timestamp,retrans_segs,in_segs,out_segs
1776520878.298918944,8937,235824,236555
1776520879.306837609,8937,235880,236610
1776520880.320428209,8937,235917,236648
1776520881.335118883,8937,235978,236707
1776520882.346440373,8937,236011,236739
1776520883.357617096,8937,236057,236784
1776520884.366542301,8937,236098,236823
1776520885.382466022,8937,236150,236873
1776520886.390485295,8937,236271,236965
1776520887.401547270,8937,236318,237012
1776520888.416578308,8937,236413,237108
1776520889.429560090,8937,236534,237236
1776520890.439567859,8937,236596,237296
1776520891.452517693,8937,236638,237338
1776520892.464495119,8937,236675,237371
1776520893.477525916,8937,236728,237422
1776520894.489494734,8937,236780,237470
1776520895.502516969,8937,236822,237510
1776520896.513478627,8937,236853,237539
1776520897.522494662,8937,236897,237582
1776520898.533491220,8937,236949,237637
1776520899.540472729,8937,236994,237680
1776520900.554610195,8937,237034,237719
1776520901.572136331,8937,237075,237757
1776520902.579904378,8937,237128,237809
1776520903.594507129,8937,237186,237866
1776520904.602495715,8937,237230,237910
1776520905.613560243,8937,237263,237944
1776520906.625531515,8937,237303,237984
1776520907.636570254,8937,237358,238036
1776520908.651467550,8937,237402,238080
1776520909.658496885,8938,237456,238131
1776520910.671500903,8938,237488,238162
1776520911.684588162,8938,237539,238214
1776520912.695509956,8938,237594,238269
1776520913.707541245,8938,237644,238317
1776520914.722533312,8938,237681,238351
1776520915.734520560,8938,237729,238396
1776520916.746594347,8938,237868,238519
1776520917.761694297,8938,237932,238581
1776520918.775506431,8938,237995,238651
1776520919.789104735,8938,238088,238744
1776520920.803003525,8938,238210,238863
1776520921.814476793,8938,238257,238909
1776520922.823531471,8938,238305,238956
1776520923.839539699,8938,238352,239004
1776520924.853566916,8938,238399,239048
1776520925.864516416,8938,238458,239105
1776520926.874315732,8938,238501,239144
1776520927.882158407,8938,238553,239196
1776520928.894515951,8938,238595,239239
1776520929.906185913,8938,238647,239288
1776520930.918619852,8938,238703,239340
1776520931.930668469,8938,238738,239378
1776520932.939496303,8938,238794,239433
1776520933.949563189,8938,238843,239483
1776520934.963556295,8938,238897,239536
1776520935.974844711,8938,238934,239575
1776520936.989550498,8938,238972,239614
1776520938.000362505,8938,239027,239667
1776520939.012533788,8938,239078,239720
1776520940.023495640,8938,239121,239759
1776520941.034509615,8938,239159,239797
1776520942.044619103,8938,239197,239835
1776520943.055518382,8939,239250,239887
1776520944.069456090,8939,239303,239938
1776520945.076516897,8939,239369,240003
1776520946.092413818,8940,239456,240074
1776520947.103476584,8940,239529,240144
1776520948.113497123,8940,239599,240210
1776520949.127083528,8940,239759,240377
1776520950.142508021,8940,239802,240418
1776520951.154490658,8940,239867,240483
1776520952.166497560,8940,239917,240532
1776520953.179507534,8940,239968,240578
