timestamp,retrans_segs,in_segs,out_segs
1776517444.031741026,8812,88660,85235
1776517445.043425036,8812,88713,85286
1776517446.052956166,8812,88757,85328
1776517447.058504149,8812,88803,85374
1776517448.069504155,8812,88873,85440
1776517449.075549125,8812,88926,85490
1776517450.080714189,8812,88971,85537
1776517451.084180162,8812,89010,85574
1776517452.090197792,8812,89047,85612
1776517453.094827255,8812,89104,85669
1776517454.098767912,8812,89143,85708
1776517455.104841887,8812,89177,85742
1776517456.113514544,8813,89233,85794
1776517457.119553464,8813,89297,85860
1776517458.122767866,8813,89363,85925
1776517459.126444693,8813,89407,85969
1776517460.130687740,8813,89454,86015
1776517461.134062945,8813,89502,86063
1776517462.137531081,8813,89545,86108
1776517463.140810492,8813,89605,86163
1776517464.144419981,8813,89648,86205
1776517465.152034338,8813,89687,86242
1776517466.159659584,8813,89739,86288
1776517467.168680265,8813,89800,86348
1776517468.173716386,8813,89885,86431
1776517469.177232491,8813,90025,86575
1776517470.180521111,8813,90087,86634
1776517471.183684436,8813,90154,86701
1776517472.186983519,8813,90198,86746
1776517473.190318426,8813,90296,86844
1776517474.193750349,8813,90355,86902
1776517475.197001908,8813,90408,86954
1776517476.201247870,8813,90440,86983
1776517477.208592272,8814,90480,87021
1776517478.213874738,8815,90529,87067
1776517479.217549894,8815,90571,87107
1776517480.221540890,8815,90619,87153
1776517481.228580948,8815,90667,87202
1776517482.233824100,8815,90716,87249
1776517483.237885247,8815,90755,87288
1776517484.241873916,8815,90800,87334
1776517485.245544568,8815,90842,87373
1776517486.249295707,8815,90881,87411
1776517487.257472153,8815,90919,87447
1776517488.261544569,8815,90958,87486
1776517489.265818146,8815,91002,87528
1776517490.270704845,8815,91054,87578
1776517491.274212841,8815,91104,87625
1776517492.277743080,8815,91141,87662
1776517493.281393270,8815,91177,87700
1776517494.284970129,8815,91224,87748
1776517495.288659555,8816,91265,87784
1776517496.292685219,8816,91305,87823
1776517497.297617591,8816,91344,87860
1776517498.305300456,8816,91385,87901
1776517499.309788711,8816,91486,88006
1776517500.313419242,8816,91537,88054
1776517501.316908360,8816,91605,88120
1776517502.322703438,8816,91652,88168
1776517503.326499137,8816,91690,88207
1776517504.330085680,8816,91746,88261
1776517505.333632249,8816,91796,88311
1776517506.337359024,8816,91836,88348
1776517507.342721106,8816,91873,88384
1776517508.346729892,8816,91911,88420
1776517509.350465438,8816,91949,88456
1776517510.354142817,8816,92001,88505
1776517511.358793965,8816,92051,88556
1776517512.363842820,8816,92101,88604
1776517513.369883860,8816,92142,88646
1776517514.374041746,8816,92185,88688
1776517515.377650897,8816,92228,88730
1776517516.388033777,8816,92271,88771
1776517517.394602402,8816,92317,88814
1776517518.403535855,8816,92351,88848
