timestamp,retrans_segs,in_segs,out_segs
1776516804.902439284,8780,66251,62719
1776516805.907165734,8780,66283,62745
1776516806.910464975,8780,66328,62788
1776516807.913772655,8780,66377,62836
1776516808.916831859,8780,66538,63006
1776516809.920050996,8780,66587,63062
1776516810.923241518,8780,66637,63108
1776516811.926889308,8780,66651,63123
1776516812.929883781,8780,66684,63154
1776516813.932949101,8780,66702,63171
1776516814.936209779,8780,66719,63188
1776516815.939283967,8780,66735,63204
1776516816.942489819,8780,66750,63219
1776516817.945737422,8780,66792,63259
1776516818.948991941,8780,66801,63269
1776516819.952201736,8780,66822,63289
1776516820.955497181,8780,66837,63304
1776516821.958765651,8780,66868,63333
1776516822.962381678,8780,66895,63360
1776516823.965432366,8780,66910,63375
1776516824.968423902,8780,66925,63390
1776516825.971515250,8780,66944,63409
1776516826.974565334,8780,66961,63426
1776516827.977486980,8780,66988,63455
1776516828.980568855,8780,67003,63471
1776516829.983547791,8780,67021,63490
1776516830.986697641,8780,67037,63507
1776516831.989554964,8780,67054,63525
1776516832.992501955,8780,67079,63552
1776516833.995677559,8780,67096,63570
1776516834.998592455,8780,67112,63587
1776516836.002075870,8780,67127,63603
1776516837.005088628,8780,67137,63614
1776516838.008081405,8781,67165,63643
1776516839.011562545,8782,67221,63700
1776516840.014611596,8782,67268,63752
1776516841.018296700,8782,67308,63792
1776516842.021446304,8782,67323,63809
1776516843.024498250,8782,67350,63837
1776516844.027318390,8782,67360,63848
1776516845.030421544,8783,67378,63866
1776516846.033549666,8784,67396,63884
1776516847.036481795,8784,67411,63900
1776516848.039547444,8785,67440,63928
1776516849.043194623,8785,67458,63947
1776516850.046239714,8785,67471,63961
1776516851.049222348,8785,67487,63978
1776516852.052235215,8785,67500,63992
1776516853.055196204,8785,67528,64022
1776516854.058144919,8785,67543,64038
1776516855.061194208,8785,67558,64054
1776516856.064251712,8785,67577,64074
1776516857.067213434,8785,67592,64090
1776516858.070193465,8785,67618,64118
1776516859.073228221,8785,67635,64137
1776516860.076289828,8785,67654,64156
1776516861.079334367,8785,67669,64172
1776516862.082450849,8785,67685,64189
1776516863.085526784,8785,67712,64218
1776516864.088572429,8785,67729,64236
1776516865.091724781,8785,67744,64252
1776516866.094699281,8785,67768,64276
1776516867.097750778,8785,67795,64305
1776516868.100868562,8785,67837,64347
1776516869.103856255,8785,67979,64507
1776516870.106772997,8785,68018,64546
1776516871.109803014,8785,68061,64594
1776516872.112787881,8785,68078,64612
1776516873.115825805,8785,68106,64640
1776516874.118858170,8785,68121,64656
1776516875.122361225,8785,68145,64679
1776516876.125632306,8785,68164,64698
1776516877.128533833,8785,68185,64717
1776516878.131589219,8786,68236,64770
1776516879.134351794,8786,68270,64801
