timestamp,snapshot
1776517065.106061156,none
1776517066.108946672,none
1776517067.111516388,none
1776517068.114655276,none
1776517069.117526823,none
1776517070.120488554,none
1776517071.123750995,none
1776517072.126112271,none
1776517073.128895543,none
1776517074.132061361,none
1776517075.134681448,none
1776517076.137360744,none
1776517077.140025500,none
1776517078.142642739,none
1776517079.145813723,none
1776517080.148664309,none
1776517081.151934059,none
1776517082.154955217,none
1776517083.157508877,none
1776517084.160254869,none
1776517085.162915100,none
1776517086.165623256,none
1776517087.168219368,none
1776517088.170876043,none
1776517089.174077519,none
1776517090.177154720,none
1776517091.179942508,none
1776517092.182809347,none
1776517093.185487756,none
1776517094.188301223,none
1776517095.190962544,none
1776517096.193939527,none
1776517097.196711315,none
1776517098.199542921,none
1776517099.201973777,none
1776517100.204692378,none
1776517101.207712866,none
1776517102.210877919,none
1776517103.213278386,none
1776517104.215702007,none
1776517105.218562710,none
1776517106.221375731,none
1776517107.224272224,none
1776517108.227208091,none
1776517109.230168581,none
1776517110.233163979,none
1776517111.236264339,none
1776517112.239834215,none
1776517113.242623488,none
1776517114.245506342,none
1776517115.248305761,none
1776517116.251366631,none
1776517117.256457997,none
1776517118.259294572,none
1776517119.261715756,none
1776517120.264447221,none
1776517121.267176944,none
1776517122.269778836,none
1776517123.272356486,none
1776517124.275289869,none
1776517125.277837833,none
1776517126.280636251,none
1776517127.284495438,none
1776517128.287642371,none
1776517129.290853178,none
1776517130.294197572,none
1776517131.297004328,none
1776517132.299842957,none
1776517133.303068233,none
1776517134.306349013,none
1776517135.309375919,none
1776517136.312182020,none
1776517137.315043822,none
1776517138.318146915,none
1776517139.321105858,none
