timestamp,tcp_inuse,tcp_mem_pages
1776519994.791045029,47,0
1776519995.797061642,47,0
1776519996.808025110,47,0
1776519997.820434969,47,0
1776519998.831783381,47,0
1776519999.839649109,47,0
1776520000.849447897,47,0
1776520001.860045955,47,0
1776520002.876453287,47,0
1776520003.886460776,49,0
1776520004.904482341,46,0
1776520005.914473831,46,0
1776520006.926658219,46,0
1776520007.932467451,46,0
1776520008.945795597,49,0
1776520009.958525926,46,0
1776520010.972491338,46,0
1776520011.984482257,46,0
1776520012.996497478,46,0
1776520014.008525784,46,0
1776520015.019530308,46,0
1776520016.030798907,46,0
1776520017.052536688,46,0
1776520018.063781280,46,0
1776520019.071497051,47,0
1776520020.087489804,47,0
1776520021.097488657,47,0
1776520022.106530168,47,0
1776520023.121505102,47,0
1776520024.136574142,47,0
1776520025.155496746,47,0
1776520026.168476571,47,0
1776520027.181563446,47,0
1776520028.194515661,47,0
1776520029.208419194,47,0
1776520030.219519210,47,0
1776520031.230563355,47,0
1776520032.237781629,47,0
1776520033.248526701,47,0
1776520034.257311397,47,0
1776520035.267509530,47,0
1776520036.279529256,47,0
1776520037.292460902,46,0
1776520038.303489340,46,0
1776520039.314507597,46,0
1776520040.328552199,46,0
1776520041.338725781,46,0
1776520042.349130869,46,0
1776520043.364535263,46,0
1776520044.381589590,46,0
1776520045.396607312,46,0
1776520046.410468496,46,0
1776520047.422559935,46,0
1776520048.435556778,46,0
1776520049.449341248,48,0
1776520050.459464448,48,0
1776520051.477565782,48,0
1776520052.489576798,48,0
1776520053.503682250,48,0
1776520054.517489617,48,0
1776520055.531600518,46,0
1776520056.541557875,46,0
1776520057.552681597,46,0
1776520058.562470515,46,0
1776520059.574498181,46,0
1776520060.585563561,46,0
1776520061.604374279,46,0
1776520062.613570555,46,0
1776520063.624496281,46,0
1776520064.637547797,46,0
1776520065.648529990,45,0
1776520066.661527383,45,0
1776520067.678467036,45,0
1776520068.691813521,45,0
1776520069.700548216,45,0
