timestamp,cpu_idx,processed,dropped,time_squeeze
1776519994.790616370,0,0x01673e99,0x00000000,0x00000000
1776519994.790616370,1,0x01511f12,0x00000000,0x00000000
1776519994.790616370,2,0x01bc4d5f,0x00000000,0x00000000
1776519994.790616370,3,0x0218b6f9,0x00000000,0x00000000
1776519994.790616370,4,0x014dbd08,0x00000000,0x00000000
1776519994.790616370,5,0x01db3ede,0x00000000,0x00000000
1776519994.790616370,6,0x011a75ab,0x00000000,0x00000000
1776519994.790616370,7,0x013a5df7,0x00000000,0x00000000
1776519994.790616370,8,0x0397f4a6,0x00000000,0x00000000
1776519994.790616370,9,0x046aa83a,0x00000000,0x00000000
1776519994.790616370,10,0x02998dfd,0x00000000,0x00000000
1776519994.790616370,11,0x02944735,0x00000000,0x00000000
1776519994.790616370,12,0x0197488f,0x00000000,0x00000000
1776519994.790616370,13,0x015a361f,0x00000000,0x00000000
1776519994.790616370,14,0x02a1e245,0x00000000,0x00000000
1776519994.790616370,15,0x024dd140,0x00000000,0x00000000
1776519994.790616370,16,0x006aa64d,0x00000000,0x00000000
1776519994.790616370,17,0x00429588,0x00000000,0x00000000
1776519994.790616370,18,0x0045ef06,0x00000000,0x00000000
1776519994.790616370,19,0x0065cbc8,0x00000000,0x00000000
1776519995.974474616,0,0x01673e9b,0x00000000,0x00000000
1776519995.974474616,1,0x01511f22,0x00000000,0x00000000
1776519995.974474616,2,0x01bc4d7c,0x00000000,0x00000000
1776519995.974474616,3,0x0218b6f9,0x00000000,0x00000000
1776519995.974474616,4,0x014dbd08,0x00000000,0x00000000
1776519995.974474616,5,0x01db3ee0,0x00000000,0x00000000
1776519995.974474616,6,0x011a75c8,0x00000000,0x00000000
1776519995.974474616,7,0x013a5e1e,0x00000000,0x00000000
1776519995.974474616,8,0x0397f4ca,0x00000000,0x00000000
1776519995.974474616,9,0x046aa841,0x00000000,0x00000000
1776519995.974474616,10,0x02998e29,0x00000000,0x00000000
1776519995.974474616,11,0x0294479d,0x00000000,0x00000000
1776519995.974474616,12,0x019748c8,0x00000000,0x00000000
1776519995.974474616,13,0x015a361f,0x00000000,0x00000000
1776519995.974474616,14,0x02a1e25d,0x00000000,0x00000000
1776519995.974474616,15,0x024dd140,0x00000000,0x00000000
1776519995.974474616,16,0x006aa663,0x00000000,0x00000000
1776519995.974474616,17,0x0042958a,0x00000000,0x00000000
1776519995.974474616,18,0x0045ef0a,0x00000000,0x00000000
1776519995.974474616,19,0x0065cbc8,0x00000000,0x00000000
1776519997.101496919,0,0x01673ecf,0x00000000,0x00000000
1776519997.101496919,1,0x01511f22,0x00000000,0x00000000
1776519997.101496919,2,0x01bc4d82,0x00000000,0x00000000
1776519997.101496919,3,0x0218b6f9,0x00000000,0x00000000
1776519997.101496919,4,0x014dbd08,0x00000000,0x00000000
1776519997.101496919,5,0x01db3eee,0x00000000,0x00000000
1776519997.101496919,6,0x011a75c8,0x00000000,0x00000000
1776519997.101496919,7,0x013a5e2c,0x00000000,0x00000000
1776519997.101496919,8,0x03987c3f,0x00000000,0x00000000
1776519997.101496919,9,0x046d0f0a,0x00000000,0x00000000
1776519997.101496919,10,0x02998e29,0x00000000,0x00000000
1776519997.101496919,11,0x029447f3,0x00000000,0x00000000
1776519997.101496919,12,0x019748e7,0x00000000,0x00000000
1776519997.101496919,13,0x015a3620,0x00000000,0x00000000
1776519997.101496919,14,0x02a1e25d,0x00000000,0x00000000
1776519997.101496919,15,0x024dd142,0x00000000,0x00000000
1776519997.101496919,16,0x006aa668,0x00000000,0x00000000
1776519997.101496919,17,0x0042958a,0x00000000,0x00000000
1776519997.101496919,18,0x0045ef12,0x00000000,0x00000000
1776519997.101496919,19,0x0065cbc8,0x00000000,0x00000000
1776519998.391756493,0,0x016b77a5,0x00000000,0x00000000
1776519998.391756493,1,0x01527765,0x00000000,0x00000000
1776519998.391756493,2,0x01bc4d82,0x00000000,0x00000000
1776519998.391756493,3,0x0218b6fb,0x00000000,0x00000000
1776519998.391756493,4,0x014dbd16,0x00000000,0x00000000
1776519998.391756493,5,0x01db3eee,0x00000000,0x00000000
1776519998.391756493,6,0x011a75fe,0x00000000,0x00000000
1776519998.391756493,7,0x013a5e3b,0x00000000,0x00000000
1776519998.391756493,8,0x0399bdbc,0x00000000,0x00000000
1776519998.391756493,9,0x046f0b95,0x00000000,0x00000000
1776519998.391756493,10,0x02998e2d,0x00000000,0x00000000
1776519998.391756493,11,0x02944861,0x00000000,0x00000000
1776519998.391756493,12,0x01974906,0x00000000,0x00000000
1776519998.391756493,13,0x015a3620,0x00000000,0x00000000
1776519998.391756493,14,0x02a1e25d,0x00000000,0x00000000
1776519998.391756493,15,0x024dd144,0x00000000,0x00000000
1776519998.391756493,16,0x006aa668,0x00000000,0x00000000
1776519998.391756493,17,0x0042958a,0x00000000,0x00000000
1776519998.391756493,18,0x004699c1,0x00000000,0x00000000
1776519998.391756493,19,0x0065cbc8,0x00000000,0x00000000
1776519999.607567049,0,0x016c60f2,0x00000000,0x00000000
1776519999.607567049,1,0x01527765,0x00000000,0x00000000
1776519999.607567049,2,0x01bcf7ef,0x00000000,0x00000000
1776519999.607567049,3,0x0218b6fb,0x00000000,0x00000000
1776519999.607567049,4,0x014dbd29,0x00000000,0x00000000
1776519999.607567049,5,0x01db3ef3,0x00000000,0x00000000
1776519999.607567049,6,0x011a75fe,0x00000000,0x00000000
1776519999.607567049,7,0x013a5e50,0x00000000,0x00000000
1776519999.607567049,8,0x039e189b,0x00000000,0x00000000
1776519999.607567049,9,0x046f0b9b,0x00000000,0x00000000
1776519999.607567049,10,0x02998e37,0x00000000,0x00000000
1776519999.607567049,11,0x029448b5,0x00000000,0x00000000
1776519999.607567049,12,0x01974f7c,0x00000000,0x00000000
1776519999.607567049,13,0x015a3620,0x00000000,0x00000000
1776519999.607567049,14,0x02a1e25d,0x00000000,0x00000000
1776519999.607567049,15,0x024dd144,0x00000000,0x00000000
1776519999.607567049,16,0x006aa668,0x00000000,0x00000000
1776519999.607567049,17,0x0042cf13,0x00000000,0x00000000
1776519999.607567049,18,0x0047d2d0,0x00000000,0x00000000
1776519999.607567049,19,0x0065cbc8,0x00000000,0x00000000
1776520000.936533317,0,0x016c6105,0x00000000,0x00000000
1776520000.936533317,1,0x01527765,0x00000000,0x00000000
1776520000.936533317,2,0x01be6b3a,0x00000000,0x00000000
1776520000.936533317,3,0x0218b6fb,0x00000000,0x00000000
1776520000.936533317,4,0x014dbda4,0x00000000,0x00000000
1776520000.936533317,5,0x01db3f53,0x00000000,0x00000000
1776520000.936533317,6,0x011a7602,0x00000000,0x00000000
1776520000.936533317,7,0x013a5e5c,0x00000000,0x00000000
1776520000.936533317,8,0x03a795d8,0x00000000,0x00000000
1776520000.936533317,9,0x046f0b9f,0x00000000,0x00000000
1776520000.936533317,10,0x02998e59,0x00000000,0x00000000
1776520000.936533317,11,0x02944909,0x00000000,0x00000000
1776520000.936533317,12,0x01974f7d,0x00000000,0x00000000
1776520000.936533317,13,0x015a362e,0x00000000,0x00000000
1776520000.936533317,14,0x02a1e25d,0x00000000,0x00000000
1776520000.936533317,15,0x024dd144,0x00000000,0x00000000
1776520000.936533317,16,0x006aa674,0x00000000,0x00000000
1776520000.936533317,17,0x0042cf13,0x00000000,0x00000000
1776520000.936533317,18,0x0047d2da,0x00000000,0x00000000
1776520000.936533317,19,0x0065cbc8,0x00000000,0x00000000
1776520002.264565149,0,0x016c6112,0x00000000,0x00000000
1776520002.264565149,1,0x01527788,0x00000000,0x00000000
1776520002.264565149,2,0x01c0d113,0x00000000,0x00000000
1776520002.264565149,3,0x0218b6fb,0x00000000,0x00000000
1776520002.264565149,4,0x014dbda4,0x00000000,0x00000000
1776520002.264565149,5,0x01db3faf,0x00000000,0x00000000
1776520002.264565149,6,0x011a7602,0x00000000,0x00000000
1776520002.264565149,7,0x013a5e5c,0x00000000,0x00000000
1776520002.264565149,8,0x03b12929,0x00000000,0x00000000
1776520002.264565149,9,0x046f6b45,0x00000000,0x00000000
1776520002.264565149,10,0x02998e5b,0x00000000,0x00000000
1776520002.264565149,11,0x02944960,0x00000000,0x00000000
1776520002.264565149,12,0x01974f87,0x00000000,0x00000000
1776520002.264565149,13,0x015a363b,0x00000000,0x00000000
1776520002.264565149,14,0x02a1e25d,0x00000000,0x00000000
1776520002.264565149,15,0x024dd144,0x00000000,0x00000000
1776520002.264565149,16,0x006aa674,0x00000000,0x00000000
1776520002.264565149,17,0x0042cf13,0x00000000,0x00000000
1776520002.264565149,18,0x0047d2ec,0x00000000,0x00000000
1776520002.264565149,19,0x0065cbca,0x00000000,0x00000000
1776520003.565558775,0,0x016c6145,0x00000000,0x00000000
1776520003.565558775,1,0x015277cd,0x00000000,0x00000000
1776520003.565558775,2,0x01c0d113,0x00000000,0x00000000
1776520003.565558775,3,0x0218b6fb,0x00000000,0x00000000
1776520003.565558775,4,0x014dbda4,0x00000000,0x00000000
1776520003.565558775,5,0x01db3ffc,0x00000000,0x00000000
1776520003.565558775,6,0x011a7602,0x00000000,0x00000000
1776520003.565558775,7,0x013a5e73,0x00000000,0x00000000
1776520003.565558775,8,0x03bca930,0x00000000,0x00000000
