timestamp,retrans_segs,in_segs,out_segs
1776520580.393936742,8925,223328,224187
1776520581.399405427,8925,223377,224238
1776520582.410439876,8925,223418,224280
1776520583.416550445,8925,223489,224351
1776520584.426455949,8925,223534,224395
1776520585.435658382,8925,223579,224437
1776520586.448727895,8925,223630,224489
1776520587.460467017,8925,223684,224543
1776520588.469476686,8926,223844,224703
1776520589.484254307,8926,223968,224830
1776520590.495446033,8926,224020,224880
1776520591.502521851,8926,224055,224913
1776520592.506679371,8926,224106,224960
1776520593.510694115,8926,224154,225007
1776520594.515053718,8926,224194,225050
1776520595.520776180,8926,224242,225096
1776520596.524707234,8926,224295,225149
1776520597.529455922,8926,224336,225189
1776520598.540644665,8926,224383,225236
1776520599.547699862,8926,224426,225275
1776520600.553491213,8926,224461,225310
1776520601.561601295,8926,224513,225360
1776520602.567798328,8926,224574,225422
1776520603.577772458,8926,224636,225478
1776520604.582514488,8926,224682,225524
1776520605.594494018,8927,224728,225567
1776520606.609670929,8927,224764,225602
1776520607.618352735,8927,224829,225667
1776520608.624513021,8927,224890,225726
1776520609.637508084,8927,224933,225769
1776520610.647564920,8927,224980,225816
1776520611.653502167,8927,225019,225856
1776520612.666520305,8927,225063,225898
1776520613.675803403,8927,225119,225955
1776520614.685555081,8927,225177,226011
1776520615.698561120,8927,225227,226058
1776520616.712498460,8927,225264,226095
1776520617.725791811,8927,225315,226141
1776520618.735573079,8927,225404,226233
1776520619.749699922,8927,225474,226309
1776520620.755513526,8927,225542,226374
1776520621.765557893,8927,225595,226424
1776520622.778529117,8927,225636,226468
1776520623.790505561,8927,225692,226522
1776520624.801573571,8927,225737,226564
1776520625.813259022,8927,225803,226627
1776520626.820484986,8927,225842,226668
1776520627.829534894,8927,225883,226712
1776520628.843502806,8927,225942,226765
1776520629.854578726,8927,225990,226819
1776520630.866547308,8927,226035,226866
1776520631.875792365,8928,226116,226943
1776520632.884496879,8928,226167,226995
1776520633.900650330,8928,226227,227050
1776520634.910783816,8928,226279,227101
1776520635.921505823,8928,226320,227143
1776520636.931574237,8929,226375,227197
1776520637.944381008,8929,226421,227243
1776520638.958487546,8929,226473,227293
1776520639.966535831,8929,226530,227349
1776520640.980482272,8929,226578,227395
1776520641.993555596,8929,226617,227433
1776520643.007529901,8929,226673,227486
1776520644.015541423,8929,226730,227542
1776520645.029546429,8929,226772,227582
1776520646.043672577,8930,226851,227667
1776520647.049854183,8930,226912,227727
1776520648.059545569,8930,226973,227786
1776520649.070538910,8930,227130,227947
1776520650.083522516,8930,227183,227996
1776520651.096778629,8930,227250,228064
1776520652.106569593,8930,227288,228101
1776520653.117541776,8930,227348,228158
1776520654.125553234,8930,227398,228206
1776520655.140802978,8930,227446,228254
