timestamp,retrans_segs,in_segs,out_segs
1776519903.694980454,8907,195278,196535
1776519904.699861283,8907,195338,196594
1776519905.711413403,8907,195381,196637
1776519906.723809544,8907,195434,196690
1776519907.743438263,8907,195508,196762
1776519908.754477928,8907,195547,196798
1776519909.765427192,8907,195593,196842
1776519910.776694450,8907,195635,196886
1776519911.792125699,8907,195673,196922
1776519912.805396956,8907,195708,196954
1776519913.814443536,8908,195752,196997
1776519914.827535840,8908,195803,197046
1776519915.837259141,8908,195848,197090
1776519916.847337135,8908,195911,197159
1776519917.859510565,8908,195954,197198
1776519918.871529616,8908,196004,197246
1776519919.885496587,8908,196052,197292
1776519920.895770408,8908,196103,197341
1776519921.908568898,8908,196135,197370
1776519922.919781818,8908,196187,197420
1776519923.936508695,8908,196243,197473
1776519924.949395097,8908,196281,197509
1776519925.975516385,8908,196324,197549
1776519926.991660377,8908,196374,197601
1776519928.000568466,8908,196428,197650
1776519929.015658211,8908,196599,197830
1776519930.033511494,8908,196636,197864
1776519931.044708545,8908,196699,197926
1776519932.055533895,8908,196743,197966
1776519933.066592757,8908,196795,198015
1776519934.080739538,8908,196834,198052
1776519935.097532325,8908,196876,198095
1776519936.109569914,8908,196920,198138
1776519937.121663233,8908,196973,198188
1776519938.132506366,8908,197023,198234
1776519939.147049182,8908,197058,198270
1776519940.162850404,8908,197107,198316
1776519941.174767470,8908,197159,198364
1776519942.192714497,8908,197200,198403
1776519943.206905119,8908,197260,198461
1776519944.221529717,8908,197312,198512
1776519945.237091624,8908,197360,198558
1776519946.254551395,8908,197403,198598
1776519947.266999374,8908,197433,198629
1776519948.276595465,8908,197509,198707
1776519949.290623107,8908,197633,198813
1776519950.305482425,8908,197675,198852
1776519951.317520825,8908,197718,198894
1776519952.328541772,8908,197782,198964
1776519953.345465398,8908,197834,199013
1776519954.354745263,8908,197871,199050
1776519955.366504679,8908,197904,199083
1776519956.373484527,8908,197951,199128
1776519957.392009862,8908,197990,199169
1776519958.402612520,8908,198047,199222
1776519959.411800709,8908,198147,199323
1776519960.423514363,8908,198210,199387
1776519961.433673266,8908,198274,199444
1776519962.445564483,8908,198333,199511
1776519963.457683121,8909,198374,199551
1776519964.469366840,8909,198415,199588
1776519965.487690004,8909,198457,199631
1776519966.502644573,8909,198496,199671
1776519967.515540856,8909,198551,199724
1776519968.526533532,8909,198601,199771
1776519969.539563592,8909,198640,199809
1776519970.551505356,8910,198689,199854
1776519971.561517730,8910,198737,199902
1776519972.572508536,8910,198790,199954
1776519973.589655019,8910,198835,199997
1776519974.604542819,8910,198878,200039
1776519975.615715905,8910,198933,200094
1776519976.627290141,8910,199005,200164
1776519977.639527600,8910,199055,200212
1776519978.652551534,8910,199091,200247
