timestamp,retrans_segs,in_segs,out_segs
1776517822.986640435,8829,104984,101434
1776517823.994463291,8829,105047,101494
1776517825.003465396,8829,105078,101526
1776517826.017444020,8829,105157,101590
1776517827.030429839,8829,105188,101621
1776517828.038569066,8829,105214,101649
1776517829.050427335,8829,105357,101800
1776517830.063436359,8829,105372,101816
1776517831.072092769,8829,105417,101862
1776517832.085456926,8829,105436,101880
1776517833.094440373,8829,105484,101925
1776517834.107081396,8829,105514,101955
1776517835.117447003,8829,105555,101995
1776517836.128520797,8829,105635,102077
1776517837.140515094,8829,105655,102095
1776517838.154192769,8829,105692,102131
1776517839.164554313,8829,105705,102145
1776517840.173662625,8829,105724,102163
1776517841.185450595,8829,105742,102181
1776517842.195862450,8829,105765,102205
1776517843.207493933,8829,105792,102233
1776517844.214507202,8829,105807,102249
1776517845.225451523,8829,105824,102267
1776517846.235492490,8829,105844,102288
1776517847.246468942,8829,105861,102306
1776517848.255575633,8829,105887,102333
1776517849.266572816,8829,105901,102348
1776517850.280484704,8829,105916,102364
1776517851.291601834,8829,105931,102380
1776517852.302336948,8829,105947,102397
1776517853.313577283,8829,105975,102426
1776517854.328655337,8829,105990,102442
1776517855.336451312,8829,106007,102460
1776517856.347440668,8829,106022,102476
1776517857.358505994,8829,106037,102492
1776517858.371489911,8829,106064,102520
1776517859.385517496,8829,106139,102599
1776517860.399566667,8829,106170,102629
1776517861.410382220,8829,106193,102651
1776517862.428532980,8829,106215,102675
1776517863.441690246,8829,106239,102699
1776517864.451516709,8829,106254,102715
1776517865.466525277,8829,106269,102731
1776517866.481528764,8829,106294,102757
1776517867.491582784,8829,106316,102780
1776517868.504480049,8829,106335,102800
1776517869.513530896,8829,106350,102816
1776517870.522741716,8829,106367,102834
1776517871.538561285,8829,106382,102850
1776517872.552508425,8829,106406,102876
1776517873.569586462,8829,106425,102895
1776517874.585574117,8829,106440,102911
1776517875.594639181,8829,106455,102927
1776517876.608503169,8829,106480,102951
1776517877.622538244,8829,106501,102972
1776517878.634560909,8829,106522,102993
1776517879.644116846,8829,106538,103010
1776517880.655591178,8829,106553,103026
1776517881.667699444,8829,106566,103040
1776517882.680572619,8829,106587,103063
1776517883.689389428,8829,106608,103084
1776517884.705754698,8829,106623,103100
1776517885.719516829,8829,106688,103151
1776517886.731569634,8829,106722,103186
1776517887.741513440,8829,106744,103210
1776517888.756522469,8829,106848,103316
1776517889.769090452,8829,106891,103363
1776517890.782605178,8829,106930,103402
1776517891.798553208,8829,106948,103420
1776517892.810570396,8829,106978,103452
1776517893.822765193,8829,107010,103483
1776517894.836571418,8829,107028,103502
1776517895.847537533,8829,107067,103546
1776517896.861564647,8829,107105,103583
1776517897.872560631,8829,107127,103604
