timestamp,tcp_inuse,tcp_mem_pages
1776517822.986849584,49,1328
1776517823.993409904,49,1328
1776517825.007422165,49,1328
1776517826.021423561,49,569
1776517827.028427923,49,375
1776517828.040646124,49,569
1776517829.048492920,51,476
1776517830.057531949,51,250
1776517831.068510931,51,711
1776517832.075485448,51,361
1776517833.085581010,50,1390
1776517834.093505835,50,267
1776517835.105252715,48,288
1776517836.117561142,48,0
1776517837.127593029,48,0
1776517838.136713012,48,1207
1776517839.149663721,48,1209
1776517840.167523236,48,413
1776517841.177504411,48,670
1776517842.185453502,48,411
1776517843.197593984,48,0
1776517844.207668516,48,181
1776517845.221519506,48,171
1776517846.235499620,48,1214
1776517847.245587553,48,455
1776517848.255540823,48,0
1776517849.267100098,48,0
1776517850.280481839,48,635
1776517851.295457945,48,472
1776517852.303532460,48,441
1776517853.313914253,48,945
1776517854.326674052,48,147
1776517855.333641929,48,407
1776517856.343520613,48,0
1776517857.354550972,48,1157
1776517858.367611374,48,0
1776517859.377267725,49,0
1776517860.388613653,49,570
1776517861.405681002,49,1057
1776517862.416419317,49,755
1776517863.428523306,49,0
1776517864.439646767,49,527
1776517865.447584126,49,0
1776517866.457805134,49,0
1776517867.472618300,49,0
1776517868.481479136,49,0
1776517869.494618710,49,0
1776517870.506795939,49,0
1776517871.517791466,49,0
1776517872.531521443,49,402
1776517873.540822712,49,0
1776517874.553632725,49,0
1776517875.564705299,49,0
1776517876.578519972,49,0
1776517877.593645505,49,0
1776517878.604616806,49,200
1776517879.615735169,49,108
1776517880.627631712,49,0
1776517881.636436156,49,0
1776517882.650743211,49,79
1776517883.660613441,49,144
1776517884.675823396,49,975
1776517885.687521368,49,0
1776517886.695624997,49,943
1776517887.705440943,49,191
1776517888.719638265,51,677
1776517889.733533239,51,108
1776517890.742644413,51,107
1776517891.756686434,51,9
1776517892.768620695,51,1035
1776517893.782773855,50,483
1776517894.794518895,48,726
1776517895.807588865,51,201
1776517896.820575160,48,201
1776517897.831567715,48,201
