timestamp,tcp_inuse,tcp_mem_pages
1776519178.806019035,49,0
1776519179.810497519,49,0
1776519180.823456374,49,0
1776519181.832031379,49,0
1776519182.850634180,49,0
1776519183.861315873,49,0
1776519184.874472511,49,0
1776519185.885417202,49,0
1776519186.896417743,49,0
1776519187.907569377,49,0
1776519188.911088604,49,0
1776519189.924439115,49,0
1776519190.941455004,49,0
1776519191.951504879,49,0
1776519192.960510289,49,0
1776519193.969451001,49,0
1776519194.980259670,49,0
1776519195.991481494,49,0
1776519197.004825424,49,0
1776519198.015491683,49,0
1776519199.033612744,49,0
1776519200.045537094,49,0
1776519201.055398312,49,236
1776519202.065538247,49,220
1776519203.077410000,49,0
1776519204.090851417,49,24
1776519205.099595236,49,0
1776519206.116607686,49,0
1776519207.132521626,49,0
1776519208.148491383,49,0
1776519209.162502671,51,0
1776519210.176495571,51,0
1776519211.185714730,51,0
1776519212.198473050,51,0
1776519213.206519783,51,0
1776519214.217125584,51,0
1776519215.232049526,49,0
1776519216.248718627,49,0
1776519217.262667237,49,0
1776519218.272537032,49,0
1776519219.286494453,49,0
1776519220.298478692,48,0
1776519221.310457339,48,0
1776519222.318725947,48,0
1776519223.326242743,48,0
1776519224.340632231,48,0
1776519225.352459419,48,0
1776519226.362212788,48,0
1776519227.379534181,48,0
1776519228.390144016,48,0
1776519229.398660339,48,0
1776519230.410490866,48,0
1776519231.420602650,48,0
1776519232.430591311,48,0
1776519233.442571927,48,0
1776519234.457474451,48,0
1776519235.474591745,48,0
1776519236.485638510,48,0
1776519237.497607446,48,0
1776519238.512486179,48,0
1776519239.521619317,49,0
1776519240.536660644,49,0
1776519241.548597604,49,0
1776519242.561539242,49,0
1776519243.573463394,49,0
1776519244.587560675,49,0
1776519245.600519345,49,0
1776519246.614512504,49,0
1776519247.624148942,49,0
1776519248.634490421,49,0
1776519249.646493296,49,0
1776519250.659492258,49,0
1776519251.671512106,49,0
1776519252.680510814,49,0
1776519253.692517448,49,0
