timestamp,retrans_segs,in_segs,out_segs
1776519178.806033900,8877,160157,155806
1776519179.810455787,8877,160229,155891
1776519180.815532729,8877,160290,155952
1776519181.828423696,8877,160348,156007
1776519182.842444254,8877,160403,156060
1776519183.854446454,8877,160445,156100
1776519184.863444459,8877,160473,156128
1776519185.876588613,8877,160510,156165
1776519186.887494722,8877,160546,156199
1776519187.897331477,8877,160600,156251
1776519188.907427251,8877,160636,156288
1776519189.919457257,8877,160664,156316
1776519190.933489400,8877,160700,156352
1776519191.941189602,8877,160751,156402
1776519192.952028550,8877,160803,156452
1776519193.964445141,8877,160846,156493
1776519194.977595605,8877,160883,156528
1776519195.989350952,8877,160936,156581
1776519197.003545588,8877,160979,156622
1776519198.014525251,8877,161035,156679
1776519199.028626157,8877,161069,156710
1776519200.038480437,8877,161112,156756
1776519201.054633812,8877,161159,156803
1776519202.064618511,8877,161210,156855
1776519203.081544292,8877,161261,156902
1776519204.094466326,8877,161301,156944
1776519205.106599622,8877,161351,156990
1776519206.120116271,8877,161465,157083
1776519207.133519446,8878,161515,157134
1776519208.144793668,8878,161590,157210
1776519209.156592261,8878,161732,157363
1776519210.167641599,8878,161788,157416
1776519211.179682826,8879,161845,157468
1776519212.189492879,8879,161881,157502
1776519213.201628419,8879,161930,157549
1776519214.214595286,8879,161982,157596
1776519215.225559723,8879,162041,157652
1776519216.236539722,8879,162085,157694
1776519217.246640568,8879,162122,157729
1776519218.262628174,8879,162180,157784
1776519219.277627808,8879,162235,157839
1776519220.289780758,8879,162295,157895
1776519221.302586680,8879,162336,157936
1776519222.312651981,8879,162380,157980
1776519223.324608189,8879,162435,158034
1776519224.340630719,8879,162504,158105
1776519225.348511208,8880,162549,158150
1776519226.358189972,8880,162601,158200
1776519227.370625340,8880,162651,158247
1776519228.377435977,8880,162711,158308
1776519229.393516833,8880,162754,158350
1776519230.404575403,8880,162799,158393
1776519231.421069143,8880,162851,158444
1776519232.434514053,8880,162906,158498
1776519233.450476473,8880,162959,158548
1776519234.463509857,8880,162993,158581
1776519235.476508147,8880,163041,158626
1776519236.486294496,8880,163084,158668
1776519237.498541496,8880,163143,158723
1776519238.509547150,8880,163192,158771
1776519239.525548815,8880,163284,158871
1776519240.536660517,8880,163356,158942
1776519241.549593234,8881,163414,158994
1776519242.563577277,8882,163467,159044
1776519243.585295458,8882,163513,159089
1776519244.595136162,8882,163556,159132
1776519245.606519828,8882,163607,159182
1776519246.615488900,8882,163656,159228
1776519247.629519637,8882,163708,159279
1776519248.638482079,8882,163752,159322
1776519249.654525797,8882,163801,159368
1776519250.668508492,8882,163847,159410
1776519251.680445221,8882,163890,159451
1776519252.689537981,8882,163944,159504
1776519253.700481216,8882,163989,159548
