timestamp,retrans_segs,in_segs,out_segs
1776517168.455092124,8791,77197,73811
1776517169.458312949,8791,77340,73958
1776517170.460790119,8791,77411,74033
1776517171.463380244,8791,77487,74104
1776517172.466232311,8791,77534,74151
1776517173.469486445,8791,77578,74193
1776517174.472667364,8791,77614,74228
1776517175.475497732,8791,77656,74270
1776517176.477995409,8791,77694,74306
1776517177.481067574,8791,77732,74344
1776517178.483746897,8791,77789,74400
1776517179.486599231,8791,77834,74442
1776517180.489039123,8791,77879,74485
1776517181.491719753,8791,77923,74528
1776517182.494582159,8791,77963,74567
1776517183.497570205,8791,78005,74611
1776517184.500301415,8791,78045,74650
1776517185.502840068,8791,78076,74678
1776517186.505501129,8791,78109,74710
1776517187.508722279,8791,78152,74751
1776517188.511613988,8791,78232,74830
1776517189.514571361,8791,78267,74864
1776517190.517443841,8791,78303,74901
1776517191.520486040,8792,78355,74953
1776517192.523238286,8792,78396,74991
1776517193.525897158,8792,78442,75040
1776517194.528450490,8792,78479,75075
1776517195.531199739,8792,78526,75121
1776517196.533866086,8792,78571,75165
1776517197.536726589,8792,78625,75218
1776517198.539587165,8792,78676,75269
1776517199.542626924,8792,78740,75336
1776517200.545319696,8793,78830,75429
1776517201.548161798,8794,78882,75481
1776517202.550843005,8795,78923,75520
1776517203.553848762,8796,78962,75556
1776517204.556702476,8797,79001,75593
1776517205.559561369,8797,79034,75626
1776517206.562099081,8798,79063,75655
1776517207.564783939,8798,79106,75697
1776517208.567822303,8798,79149,75741
1776517209.570793734,8798,79188,75778
1776517210.574017705,8799,79227,75815
1776517211.576858854,8799,79265,75851
1776517212.579963447,8799,79312,75895
1776517213.582763040,8799,79356,75937
1776517214.585576927,8799,79403,75981
1776517215.589085977,8799,79448,76024
1776517216.591744273,8799,79497,76072
1776517217.594816959,8799,79551,76127
1776517218.597548955,8799,79587,76162
1776517219.600072723,8800,79630,76208
1776517220.602440533,8801,79662,76237
1776517221.605182842,8801,79695,76269
1776517222.607559120,8801,79735,76308
1776517223.610558763,8801,79771,76343
1776517224.613311081,8801,79809,76380
1776517225.616323666,8801,79865,76443
1776517226.619241668,8801,79919,76496
1776517227.622043005,8801,79969,76547
1776517228.624537575,8801,80061,76637
1776517229.627234368,8801,80172,76759
1776517230.630070146,8801,80287,76877
1776517231.632581986,8801,80341,76926
1776517232.635485519,8801,80425,77013
1776517233.638160839,8801,80483,77072
1776517234.641376615,8801,80528,77117
1776517235.643894919,8801,80564,77150
1776517236.646658751,8801,80598,77184
1776517237.649406764,8801,80639,77224
1776517238.651895999,8801,80675,77261
1776517239.654797766,8801,80709,77295
1776517240.657471619,8801,80742,77327
1776517241.660193821,8801,80779,77364
1776517242.662921882,8801,80823,77407
