timestamp,retrans_segs,in_segs,out_segs
1776518489.768081023,8850,130972,127213
1776518490.777426776,8850,131046,127287
1776518491.787449008,8850,131087,127328
1776518492.799403000,8850,131152,127392
1776518493.812411495,8850,131190,127431
1776518494.827472601,8850,131224,127463
1776518495.838485314,8850,131269,127506
1776518496.847485339,8850,131316,127551
1776518497.857452608,8850,131366,127600
1776518498.871421910,8850,131416,127654
1776518499.879470293,8850,131458,127694
1776518500.889449767,8850,131515,127749
1776518501.902761319,8850,131568,127800
1776518502.908243901,8850,131627,127857
1776518503.922339573,8850,131663,127892
1776518504.938648369,8850,131709,127938
1776518505.962373075,8850,131760,127987
1776518506.975609062,8850,131802,128029
1776518507.987111892,8850,131845,128070
1776518509.003721966,8850,131888,128113
1776518510.016584464,8850,131938,128163
1776518511.031779752,8850,131976,128199
1776518512.040500300,8850,132014,128235
1776518513.060130845,8850,132064,128289
1776518514.079573682,8850,132118,128343
1776518515.093687082,8850,132168,128391
1776518516.107830756,8850,132216,128438
1776518517.122655901,8850,132255,128478
1776518518.136671426,8850,132310,128532
1776518519.149024417,8850,132418,128647
1776518520.162560770,8850,132467,128693
1776518521.172609040,8850,132519,128746
1776518522.182570920,8850,132559,128783
1776518523.190641128,8850,132625,128847
1776518524.202309526,8850,132668,128887
1776518525.222471513,8850,132706,128926
1776518526.239404774,8850,132748,128967
1776518527.253004877,8850,132804,129020
1776518528.266338439,8850,132857,129071
1776518529.279575870,8850,132896,129111
1776518530.295935533,8850,132938,129151
1776518531.309506836,8850,132991,129201
1776518532.316518616,8850,133034,129240
1776518533.327348583,8850,133087,129292
1776518534.340551025,8850,133127,129331
1776518535.354540277,8850,133180,129381
1776518536.368593502,8850,133219,129418
1776518537.379577935,8850,133257,129455
1776518538.391524224,8850,133307,129506
1776518539.399868886,8850,133363,129557
1776518540.411564550,8850,133403,129595
1776518541.428517297,8850,133429,129621
1776518542.439095051,8850,133478,129666
1776518543.452554270,8850,133536,129727
1776518544.468523070,8850,133582,129772
1776518545.481558158,8850,133627,129814
1776518546.495548334,8850,133683,129873
1776518547.502717371,8850,133737,129925
1776518548.511068996,8851,133826,130015
1776518549.526556384,8851,133938,130128
1776518550.541375837,8851,134000,130189
1776518551.554527940,8851,134046,130235
1776518552.566566191,8851,134106,130291
1776518553.585248613,8851,134154,130339
1776518554.591716049,8851,134195,130381
1776518555.604779986,8851,134236,130420
1776518556.611632166,8851,134301,130481
1776518557.624751338,8851,134346,130525
1776518558.649590983,8851,134395,130574
1776518559.667605342,8851,134454,130636
1776518560.679189329,8851,134498,130679
1776518561.690472690,8851,134548,130729
1776518562.700766503,8851,134609,130785
1776518563.712506397,8851,134652,130827
1776518564.722449296,8851,134696,130870
