timestamp,tcp_inuse,tcp_mem_pages
1776518489.768191869,51,0
1776518490.775583759,51,0
1776518491.785050630,51,0
1776518492.789515658,51,0
1776518493.799816447,51,0
1776518494.813661637,49,0
1776518495.824437320,49,0
1776518496.834121782,48,0
1776518497.846455343,48,0
1776518498.854444178,51,0
1776518499.867565137,48,0
1776518500.877569550,48,0
1776518501.891459589,48,0
1776518502.920284726,48,0
1776518503.932355409,48,804
1776518504.947621557,48,701
1776518505.960898846,48,275
1776518506.977535950,48,0
1776518507.995556978,48,609
1776518509.009168598,48,307
1776518510.019565277,48,0
1776518511.032572716,48,0
1776518512.044874441,48,0
1776518513.050454780,48,344
1776518514.061672523,48,0
1776518515.071614306,48,0
1776518516.084557950,48,153
1776518517.096733683,48,540
1776518518.107620820,48,410
1776518519.116552354,49,532
1776518520.126433060,49,0
1776518521.139603576,49,419
1776518522.147620152,49,745
1776518523.156672885,49,0
1776518524.166536541,49,0
1776518525.184432265,49,0
1776518526.199921841,49,502
1776518527.216701861,49,0
1776518528.229499264,49,0
1776518529.240640861,49,0
1776518530.252630684,49,504
1776518531.261627275,49,253
1776518532.272555089,49,248
1776518533.284682158,49,0
1776518534.297611534,49,0
1776518535.308704486,49,0
1776518536.323381289,49,0
1776518537.337658368,49,0
1776518538.350473600,49,219
1776518539.359422052,49,1267
1776518540.367939145,49,0
1776518541.381313844,49,931
1776518542.393267951,49,507
1776518543.403595860,49,799
1776518544.419493854,49,951
1776518545.429848315,49,0
1776518546.441647165,49,1148
1776518547.454247541,49,347
1776518548.471708871,49,1427
1776518549.486525250,51,1080
1776518550.495434641,51,0
1776518551.507703199,51,864
1776518552.529444950,51,56
1776518553.538499336,51,623
1776518554.553091243,51,930
1776518555.563621624,49,607
1776518556.575538498,48,0
1776518557.587648617,48,1272
1776518558.596597986,48,651
1776518559.604636893,48,0
1776518560.617611187,48,0
1776518561.628711300,48,772
1776518562.639515641,48,0
1776518563.655611739,48,0
1776518564.663639848,48,0
