timestamp,snapshot
1776518489.767999958,none
1776518490.777418786,none
1776518491.786797993,none
1776518492.794773454,none
1776518493.804887649,none
1776518494.818502831,none
1776518495.833423291,none
1776518496.844448370,none
1776518497.856443374,none
1776518498.869488953,none
1776518499.879552148,none
1776518500.888556009,none
1776518501.902650083,none
1776518502.920060479,none
1776518503.935310805,none
1776518504.956345688,none
1776518505.966504555,none
1776518506.984997275,none
1776518507.996579780,none
1776518509.007570212,none
1776518510.024331131,none
1776518511.036835555,none
1776518512.050349423,none
1776518513.063601403,none
1776518514.082614026,none
1776518515.095953363,none
1776518516.109812759,none
1776518517.126472773,none
1776518518.136671472,none
1776518519.148684012,none
1776518520.158581347,none
1776518521.177469737,none
1776518522.186580444,none
1776518523.202356883,none
1776518524.213336629,none
1776518525.224138113,none
1776518526.238715522,none
1776518527.251583045,none
1776518528.264309501,none
1776518529.274719394,none
1776518530.288604382,none
1776518531.299620910,none
1776518532.310319506,none
1776518533.322423717,none
1776518534.336681774,none
1776518535.348610387,none
1776518536.358230451,none
1776518537.368421214,none
1776518538.387465705,none
1776518539.396639894,none
1776518540.407525754,none
1776518541.420994388,none
1776518542.430593041,none
1776518543.447053736,none
1776518544.460657346,none
1776518545.473532815,none
1776518546.481609270,none
1776518547.496645307,none
1776518548.508159793,none
1776518549.522663422,none
1776518550.533879869,none
1776518551.546620734,none
1776518552.561408890,none
1776518553.576597703,none
1776518554.588868962,none
1776518555.602654316,none
1776518556.618637453,none
1776518557.637505676,none
1776518558.652336596,none
1776518559.663437508,none
1776518560.673448559,none
1776518561.682852489,none
1776518562.690480203,none
1776518563.699543468,none
1776518564.709549110,none
