timestamp,retrans_segs,in_segs,out_segs
1776518201.939506530,8837,119062,115435
1776518202.948447662,8837,119115,115488
1776518203.957327923,8837,119156,115529
1776518204.966568042,8837,119215,115583
1776518205.976488911,8837,119267,115633
1776518206.986460690,8837,119297,115661
1776518207.998510748,8837,119339,115700
1776518209.008291665,8837,119376,115735
1776518210.016468343,8837,119412,115773
1776518211.029484817,8837,119454,115814
1776518212.042440264,8837,119499,115858
1776518213.049444265,8837,119540,115897
1776518214.059464715,8837,119580,115934
1776518215.073449911,8837,119642,115994
1776518216.086451837,8837,119687,116037
1776518217.094476085,8837,119723,116073
1776518218.104443199,8837,119773,116124
1776518219.114553918,8837,119871,116230
1776518220.126436215,8837,119918,116277
1776518221.139494799,8837,119975,116333
1776518222.149082031,8837,120008,116365
1776518223.161530065,8837,120066,116422
1776518224.174485176,8837,120116,116471
1776518225.187484479,8837,120154,116509
1776518226.197435165,8837,120185,116540
1776518227.209502501,8837,120221,116575
1776518228.223432421,8837,120281,116632
1776518229.235446183,8837,120334,116684
1776518230.244451045,8837,120369,116718
1776518231.257459119,8837,120401,116749
1776518232.266566200,8837,120447,116796
1776518233.279511618,8837,120503,116851
1776518234.293495457,8837,120542,116891
1776518235.303910954,8837,120571,116920
1776518236.317531435,8837,120609,116957
1776518237.328575496,8837,120651,116996
1776518238.342530734,8837,120718,117061
1776518239.355719385,8837,120757,117097
1776518240.367571294,8837,120791,117131
1776518241.378576112,8837,120835,117172
1776518242.387626271,8837,120884,117218
1776518243.399545962,8837,120932,117263
1776518244.409560609,8837,120973,117305
1776518245.418172095,8837,121018,117350
1776518246.426569399,8837,121081,117411
1776518247.439529311,8837,121138,117464
1776518248.452486830,8837,121224,117551
1776518249.464445804,8837,121355,117691
1776518250.478527880,8837,121430,117765
1776518251.493606253,8837,121510,117840
1776518252.503784510,8837,121565,117893
1776518253.516496944,8837,121618,117943
1776518254.526365365,8837,121655,117982
1776518255.533589821,8837,121728,118052
1776518256.542502850,8837,121782,118106
1776518257.553475693,8837,121843,118168
1776518258.562946512,8837,121895,118220
1776518259.577214219,8837,121952,118274
1776518260.588197447,8837,122002,118323
1776518261.598527125,8837,122048,118366
1776518262.612448287,8837,122093,118410
1776518263.624945221,8837,122136,118450
1776518264.637497029,8837,122186,118500
1776518265.650516896,8837,122232,118543
1776518266.659514765,8837,122274,118585
1776518267.672521086,8837,122327,118637
1776518268.683496576,8837,122376,118684
1776518269.694569760,8837,122424,118731
1776518270.704538771,8837,122461,118766
1776518271.715495743,8837,122497,118801
1776518272.726539202,8837,122549,118852
1776518273.735505197,8837,122602,118906
1776518274.742497659,8837,122656,118956
1776518275.755502681,8837,122696,118996
1776518276.768535195,8837,122734,119033
